from_node,to_node,length_m,travel_time_s,fuel_l,co2_g,lanes
84500821,5041360436,57.26,6.87,0.0046,10.96,1
84500821,84500816,439.96,52.8,0.0352,84.19,1
84500821,327378099,42.85,5.14,0.0034,8.2,1
84505878,84505880,157.54,18.9,0.0126,30.15,1
84505880,84506145,183.15,21.98,0.0147,35.05,1
84505880,84506404,140.95,16.91,0.0113,26.97,1
84505880,84505878,157.54,18.9,0.0126,30.15,1
84506145,84505880,183.15,21.98,0.0147,35.05,1
84506145,84506404,160.29,19.23,0.0128,30.67,1
84506145,84506146,72.71,5.24,0.0058,13.91,2
84506146,261624376,282.62,20.35,0.0226,54.08,3
84506146,177427208,128.09,9.22,0.0102,24.51,2
84506146,84506145,72.71,5.24,0.0058,13.91,2
84506404,84506145,160.29,19.23,0.0128,30.67,1
84506404,84505880,140.95,16.91,0.0113,26.97,1
84506404,84511064,98.08,11.77,0.0078,18.77,1
84506404,84506406,99.59,11.95,0.008,19.06,1
84506406,84506408,141.6,16.99,0.0113,27.1,1
84506406,84506404,99.59,11.95,0.008,19.06,1
84506406,84510873,75.54,9.07,0.006,14.46,1
84506408,84506406,141.6,16.99,0.0113,27.1,1
84510873,256156591,283.59,34.03,0.0227,54.27,1
84510873,3761656412,164.64,19.76,0.0132,31.5,1
84510873,84506406,75.54,9.07,0.006,14.46,1
84511064,84511068,200.45,24.05,0.016,38.36,1
84511064,84506404,98.08,11.77,0.0078,18.77,1
84511064,84506145,235.08,28.21,0.0188,44.98,1
84511068,84512180,20.57,2.47,0.0016,3.94,2
84511068,261624376,156.0,18.72,0.0125,29.85,2
84511068,84511064,200.45,24.05,0.016,38.36,1
84512180,177429690,75.72,5.45,0.0061,14.49,1
84512180,258377320,132.79,15.93,0.0106,25.41,2
84512180,84511068,20.57,2.47,0.0016,3.94,2
84512183,1493768689,71.0,8.52,0.0057,13.59,1
84512183,84512184,52.24,6.27,0.0042,10.0,1
84512183,258377320,66.42,7.97,0.0053,12.71,1
84512184,256156519,66.76,8.01,0.0053,12.78,1
84512184,297869614,51.15,6.14,0.0041,9.79,1
84512184,84512183,52.24,6.27,0.0042,10.0,1
85783703,30064426,80.93,5.83,0.0065,15.49,4
85783703,109477044,397.74,28.64,0.0318,76.11,4
88993262,140401344,13.29,0.96,0.0011,2.54,2
88993262,10066996012,13.79,1.65,0.0011,2.64,1
88993782,88998442,88.45,10.61,0.0071,16.93,1
88993782,88993783,56.06,6.73,0.0045,10.73,1
88993782,88998598,68.91,8.27,0.0055,13.19,1
88993783,5255883857,84.57,10.15,0.0068,16.18,1
88993783,88998706,64.74,7.77,0.0052,12.39,1
88993792,5255883857,8.46,0.61,0.0007,1.62,4
88993792,4366192,76.49,5.51,0.0061,14.64,2
88998442,88998550,40.44,2.91,0.0032,7.74,4
88998442,5255883857,44.69,3.22,0.0036,8.55,4
88998467,88993782,42.2,5.06,0.0034,8.08,1
88998467,38439578,33.71,4.04,0.0027,6.45,1
88998550,88998442,40.44,2.91,0.0032,7.74,4
88998550,88998467,91.62,10.99,0.0073,17.53,1
88998550,29798700,67.35,4.85,0.0054,12.89,4
88998598,1238727784,76.82,9.22,0.0061,14.7,1
88998598,88998706,53.72,6.45,0.0043,10.28,1
88998598,88993782,68.91,8.27,0.0055,13.19,1
88998706,347654964,55.69,10.02,0.0045,10.66,1
88998706,88993783,64.74,7.77,0.0052,12.39,1
89008560,89010597,42.96,5.16,0.0034,8.22,3
89008756,1275794024,67.88,8.15,0.0054,12.99,1
89008756,28961398,100.47,7.23,0.008,19.23,3
89010418,80009503,98.14,11.78,0.0079,18.78,2
89010418,5260161373,83.63,10.04,0.0067,16.0,1
89010418,34646952,109.42,13.13,0.0088,20.94,1
89010597,29798717,85.64,10.28,0.0069,16.39,2
89012630,154609867,43.69,3.15,0.0035,8.36,2
89012630,28961398,83.93,6.04,0.0067,16.06,2
91205779,356656889,343.55,20.61,0.0275,65.74,2
91205926,91205931,372.29,44.67,0.0298,71.24,2
91206306,91206311,109.33,6.56,0.0087,20.92,1
91206306,91205926,37.35,1.68,0.003,7.15,1
91206311,292171578,9.78,0.59,0.0008,1.87,1
91206321,91205779,42.56,2.55,0.0034,8.14,1
91206321,91206323,26.55,1.59,0.0021,5.08,1
91206323,91206306,7.43,0.45,0.0006,1.42,1
91206529,91205779,84.09,10.09,0.0067,16.09,1
91206529,292171579,48.19,5.78,0.0039,9.22,1
91206616,290436357,499.64,22.48,0.04,95.61,2
91207187,91207190,413.13,24.79,0.0331,79.06,2
91207187,290436357,999.58,29.99,0.08,191.28,3
91207190,91206311,34.2,2.05,0.0027,6.54,1
91492565,177018630,183.06,13.18,0.0146,35.03,2
91495027,261617506,124.27,8.95,0.0099,23.78,3
91495027,29798735,40.14,2.89,0.0032,7.68,5
91495027,7756565866,17.24,1.24,0.0014,3.3,3
91495027,561182759,170.75,12.29,0.0137,32.67,2
91495170,9750675727,377.99,45.36,0.0302,72.33,2
91495170,91496197,204.12,14.7,0.0163,39.06,2
91495170,7756565866,81.73,5.88,0.0065,15.64,2
91496197,91495170,204.12,14.7,0.0163,39.06,2
91500439,91500441,46.22,3.33,0.0037,8.84,1
91500439,81560207,50.21,3.62,0.004,9.61,2
91500439,27488739,114.17,8.22,0.0091,21.85,2
91500441,91500443,113.77,8.19,0.0091,21.77,1
91500441,91500439,46.22,3.33,0.0037,8.84,1
91500443,91500441,113.77,8.19,0.0091,21.77,1
91500826,91501103,99.42,7.16,0.008,19.02,1
91501103,91500826,99.42,7.16,0.008,19.02,1
91501103,27488739,143.2,10.31,0.0115,27.4,1
91501103,91500441,84.17,6.06,0.0067,16.11,1
92204395,139483033,100.12,12.01,0.008,19.16,1
92204395,27006402,85.21,10.23,0.0068,16.31,1
92204995,92205119,260.32,31.24,0.0208,49.82,1
92204995,92205021,218.26,26.19,0.0175,41.77,1
92205021,92204995,218.26,26.19,0.0175,41.77,1
92205021,11915762180,564.39,33.86,0.0452,108.0,2
92205119,92204995,260.32,31.24,0.0208,49.82,1
92205119,278818645,946.92,113.63,0.0758,181.2,1
92205119,92205123,94.87,11.38,0.0076,18.16,2
92205121,475356396,108.9,19.6,0.0087,20.84,1
92205121,92205123,174.39,20.93,0.014,33.37,1
92205121,5175789170,15.59,1.87,0.0012,2.98,1
92205123,29798226,250.52,30.06,0.02,47.94,2
92205123,92205121,174.39,20.93,0.014,33.37,1
92205123,92205119,94.87,11.38,0.0076,18.16,2
92205914,11915762180,168.63,12.14,0.0135,32.27,3
92205914,2027070166,592.26,42.64,0.0474,113.33,2
92205914,11902574601,85.63,6.17,0.0069,16.39,2
92206011,139593109,23.08,1.38,0.0018,4.42,1
92206011,6130646964,87.23,5.23,0.007,16.69,2
92206020,4363999,191.65,11.5,0.0153,36.67,2
92206206,475353996,55.66,6.68,0.0045,10.65,1
92206206,92206476,103.3,12.4,0.0083,19.77,2
92206206,71314193,322.48,38.7,0.0258,61.71,2
92206459,1470881025,7.85,0.57,0.0006,1.5,2
92206459,4364058,498.13,35.87,0.0399,95.32,2
92206459,92206476,107.75,7.76,0.0086,20.62,2
92206476,92206459,107.75,7.76,0.0086,20.62,2
92206476,147557976,181.29,13.05,0.0145,34.69,2
92206476,92206206,103.3,12.4,0.0083,19.77,2
92489170,27481920,88.95,6.4,0.0071,17.02,2
92489170,92489491,105.59,7.6,0.0084,20.21,2
92489171,92489170,93.75,11.25,0.0075,17.94,1
92489171,92489496,105.63,12.68,0.0085,20.21,1
92489491,28961398,61.17,4.4,0.0049,11.7,2
92489491,92489170,105.59,7.6,0.0084,20.21,2
92489491,340064151,79.17,5.7,0.0063,15.15,2
92489491,92489496,89.71,10.77,0.0072,17.17,1
92489496,92489497,48.77,5.85,0.0039,9.33,1
92489496,92489491,89.71,10.77,0.0072,17.17,1
92489496,156377018,82.78,9.93,0.0066,15.84,1
92489497,1608966953,115.47,13.86,0.0092,22.1,1
92499558,140403043,35.79,4.3,0.0029,6.85,1
92507779,92511031,39.2,4.7,0.0031,7.5,1
92507779,92511031,269.76,48.56,0.0216,51.62,1
92507779,1638473883,64.8,7.78,0.0052,12.4,1
92507782,469805737,136.74,16.41,0.0109,26.17,1
92507782,92516279,52.88,6.35,0.0042,10.12,1
92507782,92517158,51.25,6.15,0.0041,9.81,1
92507783,5406209141,123.27,14.79,0.0099,23.59,1
92507783,274869123,49.23,5.91,0.0039,9.42,1
92507783,274869892,116.33,13.96,0.0093,22.26,1
92507783,92516279,71.66,8.6,0.0057,13.71,1
92507788,80041236,127.34,15.28,0.0102,24.37,1
92507788,274870757,55.24,6.63,0.0044,10.57,1
92507788,469807555,27.62,3.31,0.0022,5.29,1
92507788,274870266,68.82,8.26,0.0055,13.17,1
92509791,92509794,85.51,10.26,0.0068,16.36,1
92509794,92511031,43.31,5.2,0.0035,8.29,1
92509794,1638473857,104.35,12.52,0.0083,19.97,1
92509794,92509791,85.51,10.26,0.0068,16.36,1
92509794,379823842,31.9,3.83,0.0026,6.1,1
92509797,469805257,32.61,2.35,0.0026,6.24,2
92509797,379823817,62.43,7.49,0.005,11.95,1
92509797,485135637,27.75,2.0,0.0022,5.31,2
92511031,92507779,39.2,4.7,0.0031,7.5,1
92511031,92507779,269.76,48.56,0.0216,51.62,1
92511031,92509794,43.31,5.2,0.0035,8.29,1
92512356,367828176,92.67,11.12,0.0074,17.73,1
92512356,1493008530,14.17,1.7,0.0011,2.71,1
92512356,379832942,76.38,9.17,0.0061,14.62,1
92513808,379809344,39.49,2.84,0.0032,7.56,1
92513808,379809370,93.24,11.19,0.0075,17.84,1
92513808,9847139570,65.39,7.85,0.0052,12.51,1
92513808,360016924,46.45,3.34,0.0037,8.89,2
92516279,919728579,132.86,15.94,0.0106,25.42,1
92516279,274869127,63.19,7.58,0.0051,12.09,1
92516279,92507783,71.66,8.6,0.0057,13.71,1
92516279,92507782,52.88,6.35,0.0042,10.12,1
92517156,274869678,62.64,7.52,0.005,11.99,1
92517158,379830683,91.7,11.0,0.0073,17.55,1
92517158,274869678,65.79,7.89,0.0053,12.59,1
92517158,92507782,51.25,6.15,0.0041,9.81,1
92517159,379831712,15.71,1.13,0.0013,3.01,2
92517159,379831737,43.46,3.13,0.0035,8.32,3
92517159,92517158,141.54,16.98,0.0113,27.08,1
92545504,657253165,8.15,0.59,0.0007,1.56,1
92545504,92546017,85.73,6.17,0.0069,16.41,2
92545507,92545508,43.57,3.14,0.0035,8.34,1
92545507,92546015,25.21,1.82,0.002,4.83,2
92545508,92546015,58.29,4.2,0.0047,11.15,2
92545508,94701308,54.38,3.92,0.0044,10.41,3
92546015,107113627,39.91,2.87,0.0032,7.64,3
92546017,92545507,69.22,4.98,0.0055,13.25,3
92546017,92546548,76.91,5.54,0.0062,14.72,4
92546545,92546548,345.37,24.87,0.0276,66.09,4
92546545,5044854034,533.88,38.44,0.0427,102.16,4
92546548,92546545,345.37,24.87,0.0276,66.09,4
92546548,486125642,25.24,3.03,0.002,4.83,1
92546548,92546017,76.91,5.54,0.0062,14.72,4
92547611,460376958,129.93,15.59,0.0104,24.86,1
92547611,500922434,130.72,9.41,0.0105,25.02,2
92547611,10311226961,122.39,8.81,0.0098,23.42,2
92552061,27513303,335.83,24.18,0.0269,64.27,2
92552061,316660442,303.25,21.83,0.0243,58.03,3
92563688,419866152,376.42,45.17,0.0301,72.03,1
92563688,92577123,146.94,17.63,0.0118,28.12,1
92563688,92563697,303.48,36.42,0.0243,58.07,1
92563697,92563688,303.48,36.42,0.0243,58.07,1
92565424,70693400,25.06,3.01,0.002,4.8,2
92566393,110296031,222.47,26.7,0.0178,42.57,1
92566393,110296012,68.54,8.22,0.0055,13.12,1
92566393,364351343,345.65,41.48,0.0277,66.14,1
92568776,92569655,36.63,4.4,0.0029,7.01,1
92568776,110262309,95.65,11.48,0.0077,18.3,1
92568776,513409998,99.43,11.93,0.008,19.03,1
92568779,110262309,90.68,10.88,0.0073,17.35,1
92568779,92568780,27.43,3.29,0.0022,5.25,1
92568779,513409998,26.73,3.21,0.0021,5.11,1
92568780,110275930,70.53,8.46,0.0056,13.5,1
92568780,110262688,133.91,16.07,0.0107,25.62,1
92568780,92568779,27.43,3.29,0.0022,5.25,1
92569650,10257724123,5.75,0.41,0.0005,1.1,1
92569655,92568776,36.63,4.4,0.0029,7.01,1
92569655,513410262,49.44,5.93,0.004,9.46,1
92569655,92571074,62.04,7.44,0.005,11.87,1
92569655,110261214,54.76,6.57,0.0044,10.48,1
92569659,1203173678,79.36,9.52,0.0063,15.19,1
92569659,92570366,72.86,8.74,0.0058,13.94,1
92569659,110261214,64.0,7.68,0.0051,12.25,1
92570281,92570366,180.32,21.64,0.0144,34.51,1
92570284,110261217,10.83,1.3,0.0009,2.07,1
92570366,92570281,180.32,21.64,0.0144,34.51,1
92570366,92571078,58.87,7.06,0.0047,11.27,1
92570366,92569659,72.86,8.74,0.0058,13.94,1
92571074,92571078,152.82,18.34,0.0122,29.24,1
92571074,92569655,62.04,7.44,0.005,11.87,1
92571074,5030606701,61.87,7.42,0.0049,11.84,1
92571078,92571074,152.82,18.34,0.0122,29.24,1
92571078,5030606703,51.19,6.14,0.0041,9.8,1
92571078,92570366,58.87,7.06,0.0047,11.27,1
92572022,92576140,82.17,9.86,0.0066,15.72,1
92572022,92575897,78.39,5.64,0.0063,15.0,3
92572026,1702655654,9.6,0.69,0.0008,1.84,1
92572026,78206053,92.04,6.63,0.0074,17.61,5
92572026,110271947,91.72,6.6,0.0073,17.55,3
92573240,27513295,48.24,5.79,0.0039,9.23,1
92573240,292142095,128.43,9.25,0.0103,24.58,1
92575117,92576140,75.36,9.04,0.006,14.42,1
92575117,92575897,100.37,12.04,0.008,19.21,1
92575117,4344153227,94.8,11.38,0.0076,18.14,1
92575117,5388004004,24.05,2.89,0.0019,4.6,1
92575897,92575117,100.37,12.04,0.008,19.21,1
92575897,92572026,124.4,8.96,0.01,23.81,3
92576140,92572022,82.17,9.86,0.0066,15.72,1
92576140,92575117,75.36,9.04,0.006,14.42,1
92576140,251224595,103.66,12.44,0.0083,19.84,1
92576667,370116575,147.05,10.59,0.0118,28.14,2
92576667,251224595,178.88,21.47,0.0143,34.23,1
92576667,92577123,106.88,7.7,0.0086,20.45,2
92577123,70693400,276.43,19.9,0.0221,52.9,1
92577123,92563688,146.94,17.63,0.0118,28.12,1
92577123,5030524664,164.02,11.81,0.0131,31.39,1
92577123,92576667,106.88,7.7,0.0086,20.45,2
92577128,92569650,75.87,9.1,0.0061,14.52,1
92577128,92572022,74.4,5.36,0.006,14.24,3
92588327,5044854031,18.97,1.37,0.0015,3.63,1
92588327,107120446,139.24,16.71,0.0111,26.64,2
92588327,5044854034,62.72,4.52,0.005,12.0,2
92589288,12522251124,85.56,10.27,0.0068,16.37,1
92589288,460370933,355.77,42.69,0.0285,68.08,1
92589288,107128706,136.26,16.35,0.0109,26.07,1
92593594,336328865,683.68,82.04,0.0547,130.83,3
92593594,316661933,357.64,42.92,0.0286,68.44,1
92594366,110273857,308.44,37.01,0.0247,59.02,1
92594366,524847718,199.08,23.89,0.0159,38.1,2
92990893,1043342277,13.61,0.61,0.0011,2.61,1
92990893,29271879,359.97,25.92,0.0288,68.88,2
92998313,93000928,308.98,18.54,0.0247,59.13,1
92998313,366131470,2195.72,131.74,0.1757,420.17,3
92999852,256059704,296.45,17.79,0.0237,56.73,2
93000923,93000928,201.83,14.53,0.0161,38.62,1
93000923,1037798804,87.66,6.31,0.007,16.77,2
93000928,2013653867,137.75,9.92,0.011,26.36,2
93001244,130238561,111.46,8.03,0.0089,21.33,2
93002313,1970060412,170.7,12.29,0.0137,32.66,2
93003078,107141571,170.08,12.25,0.0136,32.55,2
93003078,448078186,200.98,14.47,0.0161,38.46,3
93004156,448036986,353.62,15.91,0.0283,67.67,2
93004156,92999852,591.05,35.46,0.0473,113.1,2
93005900,3384765298,23.65,1.7,0.0019,4.53,1
93005900,93001244,172.6,12.43,0.0138,33.03,2
93007125,93007126,33.01,2.38,0.0026,6.32,2
93007125,93007134,173.37,12.48,0.0139,33.18,1
93007126,93007725,45.27,3.26,0.0036,8.66,3
93007134,93002313,249.43,17.96,0.02,47.73,1
93007134,107141571,112.45,8.1,0.009,21.52,3
93007725,93005900,49.82,3.59,0.004,9.53,2
93007725,27513099,120.9,14.51,0.0097,23.13,1
93014521,117091599,71.44,5.14,0.0057,13.67,2
93019829,1045550842,115.15,8.29,0.0092,22.03,1
93019829,93021349,50.33,3.62,0.004,9.63,2
93020580,93021349,159.43,11.48,0.0128,30.51,2
93020580,3638138589,443.13,31.91,0.0355,84.8,1
93021349,3726609681,73.73,5.31,0.0059,14.11,3
94113061,568338747,84.67,10.16,0.0068,16.2,1
94115368,1357158637,24.93,1.79,0.002,4.77,1
94115368,5134788107,75.35,5.43,0.006,14.42,3
94115368,1043849079,64.62,4.65,0.0052,12.37,3
94284406,266629541,60.89,7.31,0.0049,11.65,2
94284406,3693355421,210.63,15.17,0.0169,40.31,2
94585735,109864590,172.97,12.45,0.0138,33.1,3
94585735,109892295,68.83,8.26,0.0055,13.17,1
94585735,30065874,25.93,1.87,0.0021,4.96,2
94691220,107120438,25.78,3.09,0.0021,4.93,1
94691220,1492866241,110.71,7.97,0.0089,21.19,3
94691220,1366434877,111.28,8.01,0.0089,21.29,3
94693680,94703015,40.24,4.83,0.0032,7.7,1
94693680,248143590,178.83,21.46,0.0143,34.22,1
94693680,354630653,203.32,24.4,0.0163,38.91,1
94700620,7997337202,290.62,34.87,0.0232,55.61,1
94700620,94701894,107.47,12.9,0.0086,20.57,1
94700620,94702815,129.05,15.49,0.0103,24.69,1
94700819,94700826,525.39,63.05,0.042,100.54,1
94700819,1040856791,259.84,31.18,0.0208,49.72,1
94700819,94708134,94.26,11.31,0.0075,18.04,1
94700819,94701308,129.35,15.52,0.0103,24.75,3
94700826,94701895,218.4,26.21,0.0175,41.79,1
94700826,94700819,525.39,63.05,0.042,100.54,1
94700826,1040856791,202.81,24.34,0.0162,38.81,1
94700826,5098324395,13.21,1.59,0.0011,2.53,1
94701305,497288194,11.73,1.41,0.0009,2.24,1
94701305,94701895,215.34,25.84,0.0172,41.21,1
94701305,7997337202,160.34,19.24,0.0128,30.68,1
94701308,94700819,129.35,15.52,0.0103,24.75,3
94701308,107121280,229.57,16.53,0.0184,43.93,2
94701308,92545508,54.38,3.92,0.0044,10.41,3
94701892,94702621,123.33,14.8,0.0099,23.6,1
94701892,94703015,93.44,11.21,0.0075,17.88,1
94701894,497288194,278.04,33.37,0.0222,53.21,1
94701894,94702621,270.27,32.43,0.0216,51.72,1
94701894,94702818,116.59,13.99,0.0093,22.31,1
94701894,94700620,107.47,12.9,0.0086,20.57,1
94701895,94701896,157.79,18.94,0.0126,30.2,1
94701895,94701305,215.34,25.84,0.0172,41.21,1
94701895,94700826,218.4,26.21,0.0175,41.79,1
94701896,94701895,157.79,18.94,0.0126,30.2,1
94701896,497288193,109.47,13.14,0.0088,20.95,1
94701896,94704827,178.87,21.46,0.0143,34.23,1
94702621,94701894,270.27,32.43,0.0216,51.72,1
94702621,94701892,123.33,14.8,0.0099,23.6,1
94702621,94702815,291.02,34.92,0.0233,55.69,1
94702815,94702621,291.02,34.92,0.0233,55.69,1
94702815,94700620,129.05,15.49,0.0103,24.69,1
94702815,315282353,139.87,16.78,0.0112,26.77,1
94702818,94701894,116.59,13.99,0.0093,22.31,1
94702818,94710945,378.25,27.23,0.0303,72.38,2
94702818,94703015,380.23,27.38,0.0304,72.76,2
94703013,1366434877,235.29,16.94,0.0188,45.02,2
94703013,315282353,341.98,24.62,0.0274,65.44,2
94703013,94701892,115.54,13.86,0.0092,22.11,1
94703013,107121275,340.14,40.82,0.0272,65.09,1
94703015,94693680,40.24,4.83,0.0032,7.7,1
94703015,94702818,380.23,27.38,0.0304,72.76,2
94703015,1366434877,229.1,16.5,0.0183,43.84,3
94704825,94704827,220.27,26.43,0.0176,42.15,1
94704827,94704825,220.27,26.43,0.0176,42.15,1
94704827,94701896,178.87,21.46,0.0143,34.23,1
94704827,1492866207,138.27,16.59,0.0111,26.46,2
94708134,94700819,94.26,11.31,0.0075,18.04,1
94710927,354630653,137.11,16.45,0.011,26.24,1
94710938,460374367,212.98,25.56,0.017,40.76,1
94710938,1295936129,381.04,45.73,0.0305,72.92,1
94710938,561218577,187.15,22.46,0.015,35.81,1
94710938,94714074,75.58,9.07,0.006,14.46,1
94710939,94714074,28.27,3.39,0.0023,5.41,1
94710939,561218607,174.55,31.42,0.014,33.4,1
94710939,94710941,48.58,5.83,0.0039,9.3,1
94710941,94710939,48.58,5.83,0.0039,9.3,1
94710941,94710945,70.56,8.47,0.0056,13.5,1
94710945,497288200,321.03,23.11,0.0257,61.43,2
94710945,94702818,378.25,27.23,0.0303,72.38,2
94710945,94710941,70.56,8.47,0.0056,13.5,1
94714074,94710939,28.27,3.39,0.0023,5.41,1
94714074,94714170,80.56,9.67,0.0064,15.42,1
94714074,94710938,75.58,9.07,0.006,14.46,1
94714170,10811311516,42.47,5.1,0.0034,8.13,1
94714170,94710941,189.39,22.73,0.0152,36.24,1
94719539,94719595,92.31,11.08,0.0074,17.66,1
94719539,260747053,43.83,3.16,0.0035,8.39,3
94719539,81560707,95.18,6.85,0.0076,18.21,3
94719541,81561710,52.52,6.3,0.0042,10.05,1
94719595,81561244,82.01,9.84,0.0066,15.69,1
94720375,94720406,69.66,8.36,0.0056,13.33,1
94720375,247178647,99.0,11.88,0.0079,18.95,1
94720376,81561710,52.56,6.31,0.0042,10.06,2
94720376,338869879,66.06,7.93,0.0053,12.64,2
94720406,48932937,21.57,2.59,0.0017,4.13,1
94720406,2878682905,84.61,10.15,0.0068,16.19,1
94721769,150535743,57.35,6.88,0.0046,10.98,1
94721769,267276283,38.82,2.8,0.0031,7.43,1
94872749,60118881,193.11,23.17,0.0154,36.95,2
94872749,30064415,93.89,11.27,0.0075,17.97,3
94872749,1293221658,65.49,7.86,0.0052,12.53,1
94875428,94876029,56.85,4.09,0.0045,10.88,3
94875428,3747514171,336.09,24.2,0.0269,64.31,3
94875428,256119306,382.4,45.89,0.0306,73.18,1
94876029,94875428,56.85,4.09,0.0045,10.88,3
94876029,94878519,89.64,6.45,0.0072,17.15,3
94876029,452666803,65.6,4.72,0.0052,12.55,4
94878001,5109436745,6.66,0.8,0.0005,1.28,1
94878001,60237507,10.38,1.25,0.0008,1.99,2
94878001,1293221658,21.33,2.56,0.0017,4.08,2
94878519,268138227,197.08,14.19,0.0158,37.71,2
94878519,94876029,89.64,6.45,0.0072,17.15,3
94878519,94878729,97.86,11.74,0.0078,18.73,1
94878723,4647167206,344.5,41.34,0.0276,65.92,1
94878723,455601722,97.54,11.7,0.0078,18.67,1
94878723,4062941648,217.97,26.16,0.0174,41.71,1
94878729,772211270,174.41,20.93,0.014,33.38,1
94878729,94878519,97.86,11.74,0.0078,18.73,1
94879223,30064426,101.02,12.12,0.0081,19.33,3
94879223,109473014,135.82,16.3,0.0109,25.99,3
94879223,455601722,60.23,7.23,0.0048,11.53,1
94890637,101723494,70.95,8.51,0.0057,13.58,2
94890637,2574352699,445.62,53.47,0.0356,85.27,2
94890637,5473336308,143.33,17.2,0.0115,27.43,1
94899700,354636090,105.23,12.63,0.0084,20.14,1
94899700,1287709957,106.89,12.83,0.0086,20.46,1
94899700,103035390,119.39,14.33,0.0096,22.85,1
94901083,108188385,161.02,11.59,0.0129,30.81,4
94901083,1020877807,71.45,5.14,0.0057,13.67,1
94901083,5414612324,31.96,2.3,0.0026,6.12,1
94901086,5412544593,47.71,3.43,0.0038,9.13,1
94910431,316660299,183.68,13.22,0.0147,35.15,1
94910431,94911950,65.79,7.89,0.0053,12.59,2
94911950,94912759,83.56,10.03,0.0067,15.99,1
94911950,460377248,113.31,13.6,0.0091,21.68,1
94911950,94910431,65.79,7.89,0.0053,12.59,2
94912688,94912689,57.71,6.93,0.0046,11.04,1
94912688,460377261,89.1,10.69,0.0071,17.05,1
94912689,94912688,57.71,6.93,0.0046,11.04,1
94912689,292142091,65.48,4.71,0.0052,12.53,3
94912689,27513244,73.4,5.28,0.0059,14.05,3
94912759,94911950,83.56,10.03,0.0067,15.99,1
94912759,292142101,138.24,16.59,0.0111,26.45,1
94912759,94913324,53.82,6.46,0.0043,10.3,1
94913324,94912759,53.82,6.46,0.0043,10.3,1
94913324,94912688,88.04,10.56,0.007,16.85,1
94913324,460377261,93.32,11.2,0.0075,17.86,1
94913630,1333939398,37.22,2.68,0.003,7.12,2
94913630,107132988,138.11,16.57,0.011,26.43,2
94913630,27513302,89.76,6.46,0.0072,17.18,3
94913757,388052136,105.0,12.6,0.0084,20.09,2
94913757,312281376,117.5,14.1,0.0094,22.48,3
94913757,5473352291,48.78,3.51,0.0039,9.34,1
94913757,1026212075,90.83,6.54,0.0073,17.38,1
94913760,107155714,180.21,12.98,0.0144,34.49,1
94914436,387940196,105.29,12.64,0.0084,20.15,1
94914436,11133608417,127.42,15.29,0.0102,24.38,1
94914436,6659183828,36.04,4.33,0.0029,6.9,1
98030870,403317225,110.4,13.25,0.0088,21.13,1
98031425,98031429,143.66,17.24,0.0115,27.49,1
98031425,110275940,141.69,17.0,0.0113,27.11,1
98031425,460377367,91.46,10.97,0.0073,17.5,1
98031429,460377367,178.83,21.46,0.0143,34.22,1
98031429,110273852,26.28,3.15,0.0021,5.03,1
98031429,98031425,143.66,17.24,0.0115,27.49,1
99395666,2348014041,4.32,0.31,0.0003,0.83,1
99395666,147608309,125.31,15.04,0.01,23.98,1
99395666,84478541,273.37,19.68,0.0219,52.31,3
99395668,100956696,163.49,11.77,0.0131,31.29,2
99395668,147617339,144.57,10.41,0.0116,27.67,2
99395668,112031671,95.87,6.9,0.0077,18.35,2
99395668,2348014041,130.67,9.41,0.0105,25.0,2
99395673,100959836,49.73,3.58,0.004,9.52,2
99395673,100952961,163.09,19.57,0.013,31.21,1
99395673,2185002786,85.98,6.19,0.0069,16.45,2
99396222,142089938,201.8,14.53,0.0161,38.62,4
99396222,84474539,68.59,4.94,0.0055,13.12,4
100021345,60117796,86.53,10.38,0.0069,16.56,1
100027499,330869112,52.28,6.27,0.0042,10.0,1
100027499,4444007745,137.51,16.5,0.011,26.31,1
100027499,101721131,46.91,5.63,0.0038,8.98,1
100027507,101753809,118.64,14.24,0.0095,22.7,1
100027507,5473336308,8.21,0.98,0.0007,1.57,1
100030132,60116020,539.15,64.7,0.0431,103.17,1
100030132,146914413,400.72,48.09,0.0321,76.68,1
100030132,146913244,523.84,62.86,0.0419,100.24,1
100031596,21546414,705.74,21.17,0.0565,135.05,4
100031596,6251739831,164.42,19.73,0.0132,31.46,1
100034368,4086022288,8.35,1.0,0.0007,1.6,1
100034368,60237506,639.35,76.72,0.0511,122.35,1
100034368,108238987,310.02,37.2,0.0248,59.33,1
100035101,256144160,12.23,0.73,0.001,2.34,2
100035101,10254949591,16.8,1.01,0.0013,3.22,1
100035101,10254949590,12.13,1.46,0.001,2.32,2
100258420,6528348723,182.75,10.97,0.0146,34.97,3
100951489,100951820,251.07,30.13,0.0201,48.04,1
100951489,352932389,16.54,1.19,0.0013,3.17,2
100951489,3318825856,91.38,6.58,0.0073,17.49,2
100951493,255071848,37.38,2.69,0.003,7.15,2
100951493,29971008,33.26,2.4,0.0027,6.37,1
100951820,100951489,251.07,30.13,0.0201,48.04,1
100951820,100951821,89.5,10.74,0.0072,17.13,1
100951820,100952608,101.74,12.21,0.0081,19.47,1
100951821,3320817969,32.61,3.91,0.0026,6.24,4
100951821,100951820,89.5,10.74,0.0072,17.13,1
100951821,5728001631,115.63,13.88,0.0093,22.13,4
100952608,100956696,510.16,61.22,0.0408,97.62,1
100952608,100951820,101.74,12.21,0.0081,19.47,1
100952608,334555096,386.68,46.4,0.0309,74.0,1
