from_node,to_node,length_m,travel_time_s,fuel_l,co2_g,lanes
131852482,129989341,27.68,1.99,0.0022,5.3,1
131852482,129989814,62.37,4.49,0.005,11.94,1
131852482,129989926,153.96,18.48,0.0123,29.46,1
131863497,1588996986,61.14,7.34,0.0049,11.7,1
131921683,131924237,154.57,18.55,0.0124,29.58,1
131921683,27494912,42.86,3.09,0.0034,8.2,3
131921683,3834912302,25.65,1.85,0.0021,4.91,3
131923881,131923885,150.88,18.11,0.0121,28.87,1
131923881,131984636,99.93,11.99,0.008,19.12,1
131923881,7981077298,327.69,39.32,0.0262,62.71,1
131923885,131923881,150.88,18.11,0.0121,28.87,1
131923885,27557364,67.1,8.05,0.0054,12.84,1
131923885,27557503,67.7,8.12,0.0054,12.96,1
131924237,131921683,154.57,18.55,0.0124,29.58,1
131924237,1481512725,149.26,17.91,0.0119,28.56,1
131984532,1481512717,173.04,20.76,0.0138,33.11,1
131984532,344796482,94.03,11.28,0.0075,17.99,1
131984532,131984651,97.48,11.7,0.0078,18.65,1
131984636,131923881,99.93,11.99,0.008,19.12,1
131984636,344796482,61.22,7.35,0.0049,11.71,1
131984636,1481512725,140.23,16.83,0.0112,26.83,1
131984651,261651350,44.72,5.37,0.0036,8.56,1
131985201,132020656,86.64,10.4,0.0069,16.58,1
131985201,891864924,61.84,7.42,0.0049,11.83,1
131985201,131985202,106.19,12.74,0.0085,20.32,1
131985201,5295634594,13.21,1.59,0.0011,2.53,1
131985202,131985206,60.75,7.29,0.0049,11.63,1
131985206,132020648,78.34,9.4,0.0063,14.99,1
131985206,34466208,315.94,37.91,0.0253,60.46,1
132020648,261651354,37.56,4.51,0.003,7.19,1
132020648,261651355,56.73,6.81,0.0045,10.85,1
132020656,262378062,38.12,4.57,0.003,7.29,1
132020656,26843028,110.52,13.26,0.0088,21.15,1
132032102,344889109,55.45,6.65,0.0044,10.61,1
132032102,549395105,101.99,12.24,0.0082,19.52,1
132047050,130244016,600.36,72.04,0.048,114.88,1
132047050,132060214,65.31,7.84,0.0052,12.5,1
132047050,132047057,316.64,38.0,0.0253,60.59,1
132047057,115163604,103.43,7.45,0.0083,19.79,1
132047057,344796329,163.56,11.78,0.0131,31.3,1
132047057,344806411,52.71,6.32,0.0042,10.09,1
132047057,132047050,316.64,38.0,0.0253,60.59,1
132049334,129985915,229.19,27.5,0.0183,43.86,1
132049334,132050990,92.4,11.09,0.0074,17.68,1
132049334,130244965,146.92,17.63,0.0118,28.11,1
132049334,130244029,462.33,55.48,0.037,88.47,1
132049524,132050990,13.87,1.66,0.0011,2.65,1
132049524,572909241,126.2,15.14,0.0101,24.15,1
132049524,130245425,150.58,18.07,0.012,28.81,1
132050990,132049334,92.4,11.09,0.0074,17.68,1
132050990,132049524,13.87,1.66,0.0011,2.65,1
132050990,130244965,207.35,24.88,0.0166,39.68,1
132060214,132047050,65.31,7.84,0.0052,12.5,1
132060214,572909235,21.03,2.52,0.0017,4.02,1
132062338,129985871,202.75,14.6,0.0162,38.8,3
132062338,132068052,34.12,2.46,0.0027,6.53,3
132068052,130249894,35.02,2.52,0.0028,6.7,3
132068052,132069056,123.32,14.8,0.0099,23.6,1
132068052,132062338,34.12,2.46,0.0027,6.53,3
132069056,132068052,123.32,14.8,0.0099,23.6,1
132069056,129989341,40.9,2.95,0.0033,7.83,1
132069056,129989815,230.98,16.63,0.0185,44.2,1
135612535,130242728,225.68,27.08,0.0181,43.19,1
135612535,130242234,148.66,17.84,0.0119,28.45,1
135618365,5480703616,57.9,6.95,0.0046,11.08,1
135618365,135619785,113.3,13.6,0.0091,21.68,1
135619785,102389459,60.68,7.28,0.0049,11.61,1
135619785,135618365,113.3,13.6,0.0091,21.68,1
135619785,5542807795,81.84,9.82,0.0065,15.66,1
135623620,972121649,78.8,9.46,0.0063,15.08,1
135623620,411049234,91.11,6.56,0.0073,17.43,2
135638263,135639096,50.31,6.04,0.004,9.63,1
135638263,128588184,72.57,8.71,0.0058,13.89,1
135639096,135638263,50.31,6.04,0.004,9.63,1
135641342,1020210179,41.43,2.98,0.0033,7.93,1
135641342,448165813,81.42,5.86,0.0065,15.58,3
135641342,109909983,140.31,10.1,0.0112,26.85,3
135646567,135653547,191.65,23.0,0.0153,36.67,1
135646567,27493105,123.82,8.91,0.0099,23.69,3
135646567,103034540,106.48,7.67,0.0085,20.38,2
135653547,108187818,78.68,9.44,0.0063,15.06,1
135653547,94899700,320.96,38.51,0.0257,61.42,1
137874502,27006434,137.04,9.87,0.011,26.22,1
139483033,92204395,100.12,12.01,0.008,19.16,1
139593109,1470881025,488.51,35.17,0.0391,93.48,2
139673028,139673912,87.98,10.56,0.007,16.84,1
139673028,524694950,497.87,29.87,0.0398,95.27,2
139673912,2166908324,91.1,10.93,0.0073,17.43,1
139673912,71314193,148.44,17.81,0.0119,28.41,1
139673916,475353996,567.16,68.06,0.0454,108.53,1
139673916,29798226,81.6,9.79,0.0065,15.62,1
139978657,5113304830,214.48,15.44,0.0172,41.04,3
139978657,452630930,144.09,17.29,0.0115,27.57,2
139986124,4041937385,44.58,3.21,0.0036,8.53,3
139986124,1553983909,211.39,15.22,0.0169,40.45,1
140027119,84486868,306.72,36.81,0.0245,58.69,1
140027119,3868754563,20.54,2.47,0.0016,3.93,1
140030618,2967149445,79.34,9.52,0.0063,15.18,3
140030618,2967509176,19.91,2.39,0.0016,3.81,1
140042612,820553355,183.02,21.96,0.0146,35.02,2
140042612,26114497,148.47,10.69,0.0119,28.41,3
140153228,2967181834,264.54,19.05,0.0212,50.62,1
140153228,149464082,128.32,9.24,0.0103,24.56,3
140401147,88993262,45.94,3.31,0.0037,8.79,3
140401147,1552956940,55.15,6.62,0.0044,10.55,1
140401344,1552956926,54.26,6.51,0.0043,10.38,1
140401344,29271934,66.86,4.81,0.0053,12.79,3
140401783,34519462,66.9,8.03,0.0054,12.8,1
140401784,140401783,31.4,3.77,0.0025,6.01,1
140401784,140402111,38.25,4.59,0.0031,7.32,1
140402111,140401147,92.81,6.68,0.0074,17.76,3
140402611,59612157,107.81,7.76,0.0086,20.63,3
140402611,1600183682,55.94,4.03,0.0045,10.7,5
140403043,140402611,102.0,7.34,0.0082,19.52,2
141841147,141842298,52.59,6.31,0.0042,10.06,1
141841147,141841539,108.69,13.04,0.0087,20.8,1
141841148,141841150,112.18,13.46,0.009,21.47,1
141841148,141841147,276.34,33.16,0.0221,52.88,1
141841150,141841148,112.18,13.46,0.009,21.47,1
141841150,141841539,275.95,33.11,0.0221,52.81,1
141841150,112027731,204.01,24.48,0.0163,39.04,1
141841539,141841150,275.95,33.11,0.0221,52.81,1
141841539,112027735,429.76,51.57,0.0344,82.24,1
141841539,141841147,108.69,13.04,0.0087,20.8,1
141842298,141841147,52.59,6.31,0.0042,10.06,1
141842311,267279304,45.81,5.5,0.0037,8.77,1
141842311,112027735,76.97,9.24,0.0062,14.73,1
141842311,27488739,160.78,19.29,0.0129,30.77,2
142089938,504459444,279.94,33.59,0.0224,53.57,1
142089938,3320872153,143.89,10.36,0.0115,27.53,4
142089938,99396222,201.8,14.53,0.0161,38.62,4
142093527,142093531,144.13,17.3,0.0115,27.58,1
142093531,4366139,132.39,9.53,0.0106,25.33,2
142093531,27005559,67.5,4.86,0.0054,12.92,2
142093531,142093527,144.13,17.3,0.0115,27.58,1
142096381,443798801,144.21,17.3,0.0115,27.6,1
142100540,4366136,118.31,8.52,0.0095,22.64,2
142100540,481443850,163.8,11.79,0.0131,31.35,2
142100540,2337698946,163.01,19.56,0.013,31.19,1
142101857,63015770,125.6,9.04,0.01,24.03,2
142101857,4366133,42.04,3.03,0.0034,8.04,3
142101857,5151419765,217.64,39.17,0.0174,41.65,1
142113154,27005610,24.51,2.94,0.002,4.69,1
142118900,5168945589,211.42,25.37,0.0169,40.46,1
142118900,27005613,100.68,12.08,0.0081,19.27,1
142118900,27005635,24.38,2.93,0.002,4.67,1
142121201,27005602,365.29,43.83,0.0292,69.9,1
142122883,666285068,23.32,2.8,0.0019,4.46,1
142129759,10788195203,283.08,33.97,0.0226,54.17,1
142129767,147580871,325.77,39.09,0.0261,62.34,1
142132685,301394660,54.52,6.54,0.0044,10.43,1
142132685,4366143,43.01,5.16,0.0034,8.23,1
142132685,4366142,150.71,18.09,0.0121,28.84,1
142184670,2968383431,23.34,1.68,0.0019,4.47,1
142184670,2968386687,21.63,1.56,0.0017,4.14,2
142497851,142585454,86.18,10.34,0.0069,16.49,1
142497851,158742597,21.78,1.57,0.0017,4.17,1
142498550,29271871,305.49,36.66,0.0244,58.46,2
142498550,142525264,43.53,5.22,0.0035,8.33,2
142499880,282988603,36.78,4.41,0.0029,7.04,1
142499880,142499884,118.47,14.22,0.0095,22.67,1
142499880,142585454,30.83,3.7,0.0025,5.9,1
142499884,142499885,71.99,8.64,0.0058,13.78,1
142499884,142499880,118.47,14.22,0.0095,22.67,1
142499885,142499886,23.78,4.28,0.0019,4.55,1
142499885,142587292,84.87,15.28,0.0068,16.24,1
142499885,142499884,71.99,8.64,0.0058,13.78,1
142499886,142499885,23.78,4.28,0.0019,4.55,1
142499886,4280557277,200.47,24.06,0.016,38.36,1
142525264,246088927,48.56,3.5,0.0039,9.29,2
142525264,142497851,105.83,7.62,0.0085,20.25,1
142525267,11439020657,47.27,3.4,0.0038,9.05,1
142525267,251229817,31.53,2.27,0.0025,6.03,1
142525267,1153313019,28.76,2.07,0.0023,5.5,1
142530154,29382394,73.53,8.82,0.0059,14.07,2
142530154,146651744,72.38,8.69,0.0058,13.85,2
142530154,130103692,26.58,1.91,0.0021,5.09,1
142552258,1153313019,50.7,3.65,0.0041,9.7,2
142552258,29271868,244.21,29.31,0.0195,46.73,3
142585443,9657809130,50.92,6.11,0.0041,9.74,1
142585443,142585444,54.55,6.55,0.0044,10.44,1
142585443,142586585,109.46,19.7,0.0088,20.95,1
142585444,142585453,168.57,20.23,0.0135,32.26,1
142585444,142589261,43.81,5.26,0.0035,8.38,1
142585444,5576447552,8.05,0.97,0.0006,1.54,1
142585453,142585454,14.72,1.77,0.0012,2.82,1
142585453,5576447555,17.24,2.07,0.0014,3.3,1
142585454,142585453,14.72,1.77,0.0012,2.82,1
142585454,142499880,30.83,3.7,0.0025,5.9,1
142585454,142497851,86.18,10.34,0.0069,16.49,1
142586585,142499884,68.23,12.28,0.0055,13.06,1
142586585,142585443,109.46,19.7,0.0088,20.95,1
142586585,142587292,62.08,11.17,0.005,11.88,1
142587290,142586585,55.19,9.93,0.0044,10.56,1
142587290,5576447552,105.67,19.02,0.0085,20.22,1
142587292,9657809130,105.61,19.01,0.0084,20.21,1
142587292,142499885,84.87,15.28,0.0068,16.24,1
142589261,1507115904,12.76,1.53,0.001,2.44,1
142589261,142585444,43.81,5.26,0.0035,8.38,1
142589261,142589265,208.87,25.06,0.0167,39.97,1
142589265,4280557277,79.14,9.5,0.0063,15.14,1
142589265,29271871,27.15,3.26,0.0022,5.2,1
142589265,142589261,208.87,25.06,0.0167,39.97,1
142607262,142612252,65.09,11.72,0.0052,12.46,1
142607262,101380266,236.63,28.4,0.0189,45.28,1
142608684,142611691,27.39,4.93,0.0022,5.24,1
142608684,3266659385,14.07,2.53,0.0011,2.69,1
142608684,142615575,116.05,20.89,0.0093,22.21,1
142611691,142608684,27.39,4.93,0.0022,5.24,1
142611691,101380266,291.18,52.41,0.0233,55.72,1
142611691,1045550817,35.31,6.36,0.0028,6.76,1
142612252,142607262,65.09,11.72,0.0052,12.46,1
142612252,1048476009,27.78,5.0,0.0022,5.32,1
142612252,142612648,92.9,16.72,0.0074,17.78,1
142612648,321360836,27.2,4.9,0.0022,5.21,1
142612648,101380260,65.06,11.71,0.0052,12.45,1
142612648,142612252,92.9,16.72,0.0074,17.78,1
142615575,101380259,60.89,7.31,0.0049,11.65,1
142616846,109911149,142.6,17.11,0.0114,27.29,1
142618004,142618005,74.42,13.39,0.006,14.24,1
142618004,5418349363,72.42,13.04,0.0058,13.86,1
142618004,142618011,41.84,7.53,0.0033,8.01,1
142618005,142618006,40.36,7.26,0.0032,7.72,1
142618005,142618004,74.42,13.39,0.006,14.24,1
142618005,128594697,57.46,10.34,0.0046,11.0,1
142618006,142618005,40.36,7.26,0.0032,7.72,1
142618006,142618011,74.42,13.4,0.006,14.24,1
142618006,142622503,34.11,6.14,0.0027,6.53,1
142618011,142618006,74.42,13.4,0.006,14.24,1
142618011,142618004,41.84,7.53,0.0033,8.01,1
142619524,109911149,55.11,3.97,0.0044,10.55,1
142619524,5418349363,61.42,11.06,0.0049,11.75,1
142622503,128588186,19.28,2.31,0.0015,3.69,1
142622503,142622967,74.33,8.92,0.0059,14.22,1
142622503,142618006,34.11,6.14,0.0027,6.53,1
142622967,142622503,74.33,8.92,0.0059,14.22,1
142622967,109913450,23.58,2.83,0.0019,4.51,1
142622967,142618011,31.36,5.64,0.0025,6.0,1
145868442,145871884,95.76,11.49,0.0077,18.32,1
145868442,107120442,120.29,14.44,0.0096,23.02,1
145868444,145868442,177.94,21.35,0.0142,34.05,1
145868444,145871887,99.11,11.89,0.0079,18.97,1
145868918,695544023,173.12,20.77,0.0138,33.13,1
145869393,145871887,137.89,16.55,0.011,26.39,1
145869393,107121275,136.65,16.4,0.0109,26.15,1
145869393,1745217800,232.26,27.87,0.0186,44.45,1
145871884,1745217800,121.0,14.52,0.0097,23.15,1
145871884,145868442,95.76,11.49,0.0077,18.32,1
145871884,145871887,201.46,24.18,0.0161,38.55,1
145871887,145868444,99.11,11.89,0.0079,18.97,1
145871887,145869393,137.89,16.55,0.011,26.39,1
145871887,145871884,201.46,24.18,0.0161,38.55,1
146606818,27005951,70.84,8.5,0.0057,13.56,1
146606818,27005948,66.86,8.02,0.0053,12.79,1
146624748,313470421,950.36,114.04,0.076,181.86,1
146626899,146627315,184.18,22.1,0.0147,35.24,1
146627315,146635336,109.47,7.88,0.0088,20.95,3
146627315,146626899,184.18,22.1,0.0147,35.24,1
146627315,146628678,54.78,3.94,0.0044,10.48,4
146628678,146672357,89.49,6.44,0.0072,17.12,5
146628678,1337252217,332.57,23.95,0.0266,63.64,5
146628678,146627315,54.78,3.94,0.0044,10.48,4
146629509,313464399,176.57,21.19,0.0141,33.79,1
146629509,146663518,22.21,1.6,0.0018,4.25,3
146629509,130103698,95.27,6.86,0.0076,18.23,3
146635336,146627315,109.47,7.88,0.0088,20.95,3
146644120,146650460,531.26,38.25,0.0425,101.66,3
146644120,12652696263,569.29,40.99,0.0455,108.94,5
146644120,146645170,459.04,55.09,0.0367,87.84,2
146645170,294863734,316.77,38.01,0.0253,60.62,1
146645170,146660616,614.54,73.74,0.0492,117.6,1
146645170,146644120,459.04,55.09,0.0367,87.84,2
146646923,146647978,107.91,12.95,0.0086,20.65,1
146647978,8651535114,204.95,14.76,0.0164,39.22,2
146647978,3890657127,273.46,19.69,0.0219,52.33,2
146647978,146646923,107.91,12.95,0.0086,20.65,1
146648026,309683067,78.68,9.44,0.0063,15.06,1
146648026,283047663,107.83,12.94,0.0086,20.63,1
146648026,264600120,270.11,32.41,0.0216,51.69,1
146649552,146654334,43.87,3.16,0.0035,8.39,2
146649552,29382366,232.82,27.94,0.0186,44.55,2
146649554,146649552,44.07,5.29,0.0035,8.43,1
146649554,146655126,71.23,8.55,0.0057,13.63,1
146649554,146654334,19.1,1.38,0.0015,3.66,2
146649558,146660616,185.16,22.22,0.0148,35.43,1
146649558,146655118,42.91,5.15,0.0034,8.21,1
146649558,146655111,58.36,7.0,0.0047,11.17,1
146649558,146649554,208.98,25.08,0.0167,39.99,1
146650460,146644120,531.26,38.25,0.0425,101.66,3
146650460,146672357,101.16,7.28,0.0081,19.36,4
146650460,5647919073,229.98,27.6,0.0184,44.01,2
146651744,142530154,72.38,8.69,0.0058,13.85,2
146651744,538995663,158.97,11.45,0.0127,30.42,3
146651744,146654339,31.69,3.8,0.0025,6.06,1
146651757,146651763,315.84,37.9,0.0253,60.44,1
146651757,146660616,118.0,14.16,0.0094,22.58,1
146651757,538995650,263.01,31.56,0.021,50.33,1
146651763,146664030,170.53,20.46,0.0136,32.63,1
146651763,5647919073,277.31,33.28,0.0222,53.07,1
146651763,146651757,315.84,37.9,0.0253,60.44,1
146654334,152528496,29.18,2.1,0.0023,5.58,2
146654334,146649552,43.87,3.16,0.0035,8.39,2
146654334,146649554,19.1,1.38,0.0015,3.66,2
146654339,146655158,131.58,15.79,0.0105,25.18,1
146654339,146651744,31.69,3.8,0.0025,6.06,1
146655111,146649558,58.36,7.0,0.0047,11.17,1
146655111,207218096,455.91,32.83,0.0365,87.24,2
146655111,152528496,182.06,13.11,0.0146,34.84,2
146655118,1625432104,70.4,8.45,0.0056,13.47,1
146655118,146649558,42.91,5.15,0.0034,8.21,1
146655126,146649554,71.23,8.55,0.0057,13.63,1
146655126,5635227404,54.4,6.53,0.0044,10.41,1
146655126,1625432104,135.47,24.38,0.0108,25.92,1
146655158,538995650,5.66,0.68,0.0005,1.08,1
146655158,1625432104,73.99,8.88,0.0059,14.16,1
146655158,146654339,131.58,15.79,0.0105,25.18,1
146660616,146645170,614.54,73.74,0.0492,117.6,1
146660616,146649558,185.16,22.22,0.0148,35.43,1
146660616,146651757,118.0,14.16,0.0094,22.58,1
146663518,4786195359,151.5,18.18,0.0121,28.99,1
146663518,313464395,95.54,6.88,0.0076,18.28,3
146663518,146629509,22.21,1.6,0.0018,4.25,3
146664030,146651763,170.53,20.46,0.0136,32.63,1
146668530,5647919073,182.11,21.85,0.0146,34.85,1
146672357,10763930011,136.39,16.37,0.0109,26.1,1
146672357,146650460,101.16,7.28,0.0081,19.36,4
146672357,146628678,89.49,6.44,0.0072,17.12,5
146673603,5647921010,25.21,4.54,0.002,4.82,1
146673603,10763930012,11.21,2.02,0.0009,2.14,1
146673603,10763930016,8.19,1.47,0.0007,1.57,1
146903322,110286159,146.79,17.61,0.0117,28.09,1
146909352,146909353,54.48,6.54,0.0044,10.42,1
146909353,146909356,82.08,9.85,0.0066,15.71,1
146909353,146909352,54.48,6.54,0.0044,10.42,1
146909353,462130021,112.34,13.48,0.009,21.5,1
146909356,256119306,33.98,4.08,0.0027,6.5,1
146909356,146909353,82.08,9.85,0.0066,15.71,1
146909356,4102346226,58.89,7.07,0.0047,11.27,1
146911490,256119306,28.2,3.38,0.0023,5.4,1
146911490,462130021,185.6,22.27,0.0148,35.52,1
146911490,2139313841,93.02,11.16,0.0074,17.8,1
146911496,462130021,81.97,9.84,0.0066,15.69,1
146911496,60117795,116.93,14.03,0.0094,22.38,1
146911496,146911499,59.35,7.12,0.0047,11.36,1
146911499,4265270815,407.09,48.85,0.0326,77.9,1
146911499,60117796,105.49,12.66,0.0084,20.19,1
146911499,146911496,59.35,7.12,0.0047,11.36,1
146913244,100030132,523.84,62.86,0.0419,100.24,1
146913244,60117793,346.06,41.53,0.0277,66.22,1
146913244,316093998,527.12,23.72,0.0422,100.87,1
146914413,100030132,400.72,48.09,0.0321,76.68,1
146923720,146923728,172.1,20.65,0.0138,32.93,1
146923728,3086649789,250.06,18.0,0.02,47.85,2
146923728,101721440,72.34,5.21,0.0058,13.84,2
146923728,146923720,172.1,20.65,0.0138,32.93,1
146924078,101753792,79.17,9.5,0.0063,15.15,1
146924258,101753789,161.17,19.34,0.0129,30.84,1
146924941,5293991446,215.46,25.86,0.0172,41.23,1
146924941,80028290,123.19,8.87,0.0099,23.57,3
146924941,101724973,101.52,7.31,0.0081,19.43,3
146926301,80027999,496.8,59.62,0.0397,95.07,1
146926301,101724504,206.53,14.87,0.0165,39.52,2
147554413,147557976,121.09,14.53,0.0097,23.17,1
147554425,26114497,963.95,115.67,0.0771,184.46,2
147554425,266629541,26.34,3.16,0.0021,5.04,2
147557975,676627679,41.91,3.02,0.0034,8.02,1
147557975,676627493,84.74,6.1,0.0068,16.22,1
147557975,676627587,35.23,2.54,0.0028,6.74,1
147557976,676627679,38.49,2.77,0.0031,7.37,1
147557976,147554413,121.09,14.53,0.0097,23.17,1
147557976,92206476,181.29,13.05,0.0145,34.69,2
147561769,71316515,566.43,33.99,0.0453,108.39,1
147564907,8119389328,200.12,14.41,0.016,38.29,1
147564907,27006056,23.09,1.66,0.0018,4.42,1
147573446,9134498144,7.71,0.46,0.0006,1.48,1
147573446,1650974186,109.01,6.54,0.0087,20.86,2
147578636,147578639,76.15,9.14,0.0061,14.57,1
147578639,147578636,76.15,9.14,0.0061,14.57,1
147578639,147582300,50.41,6.05,0.004,9.65,1
147578639,147580874,59.55,7.15,0.0048,11.39,1
147580871,147582300,5.53,0.66,0.0004,1.06,1
147580871,27005690,58.82,7.06,0.0047,11.26,1
147580871,142129767,325.77,39.09,0.0261,62.34,1
147580874,27005639,47.71,3.43,0.0038,9.13,2
147580874,27005863,164.2,11.82,0.0131,31.42,2
147580874,147578639,59.55,7.15,0.0048,11.39,1
147582298,147582300,73.73,8.85,0.0059,14.11,1
147582300,147582298,73.73,8.85,0.0059,14.11,1
147582300,147580871,5.53,0.66,0.0004,1.06,1
147582300,147578639,50.41,6.05,0.004,9.65,1
147583589,27005690,111.82,13.42,0.0089,21.4,1
147599901,147599903,79.45,14.3,0.0064,15.2,1
147599903,1625817190,147.39,26.53,0.0118,28.2,1
147599903,147599901,79.45,14.3,0.0064,15.2,1
147599903,112999223,95.8,17.24,0.0077,18.33,1
147599903,112997361,110.05,19.81,0.0088,21.06,1
147602218,113000391,48.03,8.65,0.0038,9.19,1
147602218,113000777,11.8,2.12,0.0009,2.26,1
147602218,775938678,189.37,34.09,0.0151,36.24,1
147608309,99395666,125.31,15.04,0.01,23.98,1
147608309,104288418,37.35,4.48,0.003,7.15,1
147616689,2348014041,116.51,20.97,0.0093,22.3,1
147616689,2202561187,233.77,28.05,0.0187,44.73,1
147616689,147617339,86.54,10.38,0.0069,16.56,1
147617339,147616689,86.54,10.38,0.0069,16.56,1
147617339,104242743,250.2,18.01,0.02,47.88,1
147617339,99395668,144.57,10.41,0.0116,27.67,2
147621803,100960201,63.8,4.59,0.0051,12.21,2
147621803,100956696,185.25,13.34,0.0148,35.45,2
147621803,147621807,115.15,20.73,0.0092,22.03,1
147621807,147621803,115.15,20.73,0.0092,22.03,1
147625940,104242744,11.5,0.83,0.0009,2.2,1
147625940,104242743,129.29,9.31,0.0103,24.74,1
147625940,27488777,159.34,11.47,0.0127,30.49,2
147626714,147625940,18.38,1.32,0.0015,3.52,1
147626714,2202561187,307.9,22.17,0.0246,58.92,2
147659457,1491966868,13.77,1.65,0.0011,2.63,1
147659457,4963456225,11.84,1.42,0.0009,2.26,1
147667000,29798702,67.01,8.04,0.0054,12.82,1
148474638,343298958,47.23,5.67,0.0038,9.04,2
148474638,151344533,147.16,17.66,0.0118,28.16,1
148474638,27495542,176.3,21.16,0.0141,33.74,3
148474655,5653959470,2.12,0.25,0.0002,0.41,2
148474655,761769139,182.61,21.91,0.0146,34.94,1
148474655,151354044,283.22,33.99,0.0227,54.2,2
148474688,148474696,87.3,10.48,0.007,16.71,1
148474688,151354044,92.43,11.09,0.0074,17.69,2
148474688,343298477,182.75,21.93,0.0146,34.97,1
148474696,148474809,290.09,34.81,0.0232,55.51,1
148474696,148474688,87.3,10.48,0.007,16.71,1
148474805,148474809,96.42,11.57,0.0077,18.45,1
148474809,148474805,96.42,11.57,0.0077,18.45,1
148474809,148474696,290.09,34.81,0.0232,55.51,1
148474809,148474815,112.07,13.45,0.009,21.45,1
148474815,148474809,112.07,13.45,0.009,21.45,1
148499070,27601755,93.39,6.72,0.0075,17.87,2
148499070,27452291,187.16,13.48,0.015,35.82,2
148499070,148499280,112.42,13.49,0.009,21.51,1
148499280,148499070,112.42,13.49,0.009,21.51,1
148499280,148499743,22.26,2.67,0.0018,4.26,1
148499280,345057676,32.1,3.85,0.0026,6.14,1
148499743,148500001,76.48,9.18,0.0061,14.63,1
148499743,3995411618,612.67,73.52,0.049,117.24,1
148499743,148499280,22.26,2.67,0.0018,4.26,1
148500001,148499743,76.48,9.18,0.0061,14.63,1
148882352,5346953206,65.45,4.71,0.0052,12.52,4
148882352,301141679,89.08,6.41,0.0071,17.05,1
148883145,60733909,105.87,7.62,0.0085,20.26,2
148883145,9592365279,17.7,1.27,0.0014,3.39,2
148883147,1770648607,21.6,3.89,0.0017,4.13,1
148883147,3856362465,31.86,5.73,0.0025,6.1,1
148883147,60121166,17.1,3.08,0.0014,3.27,1
148883622,1037953094,4.92,0.35,0.0004,0.94,2
148883622,460367086,27.25,3.27,0.0022,5.22,1
148883622,30841366,141.59,10.19,0.0113,27.09,3
149457082,301141679,114.5,13.74,0.0092,21.91,1
149457082,29382406,106.19,12.74,0.0085,20.32,1
149457082,975677239,305.56,36.67,0.0244,58.47,1
149464082,158742597,274.31,19.75,0.0219,52.49,3
150522041,48932921,48.43,5.81,0.0039,9.27,1
150522041,3456354083,9.63,1.16,0.0008,1.84,1
150522041,857470782,22.11,2.65,0.0018,4.23,1
150523519,150522005,115.33,13.84,0.0092,22.07,2
150523519,857470782,58.92,7.07,0.0047,11.27,1
150524650,47775357,22.35,2.68,0.0018,4.28,1
150524650,48932935,19.34,2.32,0.0015,3.7,1
150524650,10280290966,57.69,6.92,0.0046,11.04,1
150529526,320122793,37.53,2.7,0.003,7.18,3
150529526,27488768,15.17,1.09,0.0012,2.9,2
150529526,150530530,143.53,25.83,0.0115,27.46,1
150530171,685187692,83.44,15.02,0.0067,15.97,1
150530172,685187692,98.85,17.79,0.0079,18.92,1
150530486,685187601,95.3,17.15,0.0076,18.24,1
150530486,150531280,39.58,7.12,0.0032,7.57,1
150530486,150530172,38.64,6.96,0.0031,7.39,1
150530530,1260863627,42.53,7.66,0.0034,8.14,1
150530530,150529526,143.53,25.83,0.0115,27.46,1
150530530,685187601,92.48,16.65,0.0074,17.7,1
150531280,150530486,39.58,7.12,0.0032,7.57,1
150531280,150532597,25.52,1.84,0.002,4.88,2
150531280,84470115,139.25,10.03,0.0111,26.65,2
150532597,84470186,276.28,33.15,0.0221,52.87,1
150532597,84470117,124.81,8.99,0.01,23.88,2
150532597,150531280,25.52,1.84,0.002,4.88,2
150532632,84470117,174.6,12.57,0.014,33.41,3
150532632,150533122,52.57,6.31,0.0042,10.06,1
150532632,472555592,128.41,15.41,0.0103,24.57,1
150532632,7647196492,149.4,10.76,0.012,28.59,2
150533050,150533122,71.5,8.58,0.0057,13.68,1
150533114,150533122,433.78,52.05,0.0347,83.01,1
150533114,1583607177,80.14,9.62,0.0064,15.33,1
150533114,150535116,21.3,2.56,0.0017,4.08,1
150533122,150533114,433.78,52.05,0.0347,83.01,1
150533122,150532632,52.57,6.31,0.0042,10.06,1
150533122,150533050,71.5,8.58,0.0057,13.68,1
150533251,470911176,33.41,4.01,0.0027,6.39,1
150533251,2725897240,209.41,25.13,0.0168,40.07,1
150533251,150533416,220.22,26.43,0.0176,42.14,1
150533252,470907909,42.46,5.09,0.0034,8.12,1
150533252,470903279,185.08,13.33,0.0148,35.42,2
150533252,7647196492,85.99,6.19,0.0069,16.45,1
150533416,84500815,174.09,20.89,0.0139,33.31,1
150533416,472555592,94.68,11.36,0.0076,18.12,1
150534752,150535078,44.0,5.28,0.0035,8.42,1
150534801,84498346,195.53,23.46,0.0156,37.42,1
150535078,2459524587,141.77,17.01,0.0113,27.13,1
150535078,1829580753,939.05,112.69,0.0751,179.7,2
150535078,150534752,44.0,5.28,0.0035,8.42,1
150535079,2727656952,162.03,19.44,0.013,31.01,1
150535079,84498426,30.81,3.7,0.0025,5.9,1
150535086,84498425,31.16,3.74,0.0025,5.96,1
150535086,150535085,159.71,19.17,0.0128,30.56,1
150535086,150535088,181.58,32.68,0.0145,34.75,1
150535086,84498354,39.96,4.79,0.0032,7.65,1
150535088,84498346,65.66,7.88,0.0053,12.56,1
