from_node,to_node,length_m,travel_time_s,cost
61326649,61326588,88.7,10.64,0
61326649,61326821,67.77,12.2,0
61326649,61318534,106.14,19.1,0
61326691,1092645798,68.64,8.24,0
61326691,1092645795,49.47,5.94,1
61326691,1092493904,192.81,23.14,1
61326700,61331926,78.33,9.4,0
61326700,61322104,69.15,8.3,1
61326706,61329273,42.29,6.09,0
61326706,61325543,70.69,12.72,0
61326706,61325525,79.52,14.31,0
61326713,61326719,138.31,24.9,0
61326713,61329241,76.44,9.17,0
61326713,8508760490,79.51,11.45,0
61326719,61326713,138.31,24.9,0
61326719,61325588,79.65,14.34,0
61326719,61329290,76.35,13.74,0
61326730,61321194,211.77,38.12,0
61326730,61321092,101.4,18.25,0
61326732,61323462,105.14,15.14,0
61326732,61323468,30.39,5.47,0
61326736,61326791,277.99,50.04,0
61326736,61321103,73.11,13.16,0
61326736,61326938,74.63,13.43,0
61326743,61321092,101.92,12.23,0
61326743,61318535,62.91,7.55,0
61326745,61325463,107.36,15.46,0
61326745,61323386,127.01,22.86,0
61326758,3603121554,100.71,14.5,0
61326764,61328201,143.33,25.8,0
61326764,61327317,77.27,13.91,0
61326764,61323969,138.42,24.92,0
61326764,61326609,74.68,10.75,0
61326771,61326782,78.36,14.1,0
61326771,61321513,179.15,32.25,0
61326771,61321203,78.3,14.09,0
61326773,61327313,61.85,11.13,0
61326773,61327363,168.97,30.41,0
61326775,61326773,73.37,13.21,0
61326775,61326621,122.41,22.03,0
61326778,61317355,45.31,5.44,0
61326778,61321175,91.54,10.99,0
61326778,61317367,128.48,15.42,0
61326778,61321196,169.15,24.36,0
61326782,61326771,78.36,14.1,0
61326782,61333553,62.5,11.25,0
61326782,61329577,181.39,26.12,0
61326784,61321136,138.18,24.87,0
61326784,61321142,137.26,24.71,0
61326784,61326606,78.36,14.1,0
61326784,61326926,75.3,13.55,0
61326788,614371129,66.38,9.56,0
61326788,3603121554,93.05,16.75,0
61326788,61329240,62.96,11.33,0
61326791,61327337,38.51,4.62,0
61326791,61317362,72.61,8.71,0
61326813,61321428,69.32,12.48,0
61326813,61328337,43.11,7.76,0
61326817,61329243,73.86,8.86,0
61326817,61326609,139.76,25.16,0
61326817,61323969,76.85,9.22,0
61326819,11721789500,129.1,23.24,0
61326819,61324738,98.98,14.25,0
61326819,61317367,116.6,16.79,0
61326821,61326813,59.88,10.78,0
61326821,11229037687,122.2,22,0
61326821,61326649,67.77,12.2,0
61326910,61321203,151.72,27.31,0
61326910,61326940,66.21,11.92,0
61326914,61329260,72.53,10.44,0
61326914,61326910,77.58,13.96,0
61326914,61326916,64.91,11.68,0
61326916,61329307,77.55,13.96,0
61326916,61326943,50.2,9.04,0
61326916,61326914,64.91,11.68,0
61326918,61326930,77.1,13.88,0
61326918,61321136,76.78,13.82,0
61326918,61321200,136.92,24.65,0
61326918,61326926,137.83,24.81,0
61326926,61325614,76.99,13.86,0
61326926,61329225,137.12,24.68,0
61326926,61326784,75.3,13.55,0
61326926,61326918,137.83,24.81,0
61326928,61326378,143.48,25.83,0
61326928,61326619,138.69,24.96,0
61326928,61329266,80.05,9.61,0
61326928,61322522,83.14,9.98,0
61326930,61325614,137.41,24.73,0
61326930,61321202,137.45,24.74,0
61326930,61325545,79.64,14.33,0
61326930,61326918,77.1,13.88,0
61326938,61326941,52,9.36,0
61326938,61326736,74.63,13.43,0
61326938,61321284,91.14,16.41,0
61326940,61326916,76.79,13.82,0
61326940,61326945,50.42,9.07,0
61326940,61326910,66.21,11.92,0
61326941,61327535,96.02,17.28,0
61326941,61328309,70.67,12.72,0
61326943,61326945,77.28,13.91,0
61326943,61329225,61.8,11.12,0
61326943,61326916,50.2,9.04,0
61326945,61321142,61.65,11.1,0
61326945,61326940,50.42,9.07,0
61326949,61327115,73.51,13.23,0
61326949,61322052,90.83,16.35,0
61326949,61326958,168.46,30.32,0
61326955,61322884,32.35,5.82,0
61326955,1722449464,32.51,5.85,0
61326958,61322871,49.14,8.85,0
61326958,61326985,24.5,4.41,0
61326960,61328089,57.45,10.34,0
61326960,61320986,73.22,8.79,0
61326960,61329844,80.29,11.56,0
61326960,61331783,47.65,8.58,0
61326972,277667346,27.84,4.01,0
61326972,3620929818,94.9,13.67,0
61326974,61328095,26.23,4.72,0
61326975,61326988,49.56,8.92,0
61326975,61327100,141.14,25.41,0
61326977,61329812,34.6,6.23,0
61326977,61317478,77.67,9.32,0
61326977,61322272,42.76,7.7,0
61326981,61327033,47.93,8.63,0
61326981,61322871,26.26,4.73,0
61326985,61327104,48.12,8.66,0
61326985,61326958,24.5,4.41,0
61326987,61327100,50.16,9.03,0
61326987,61326988,140.26,25.25,0
61326988,61328057,52.24,9.4,0
61327007,61327067,73.72,13.27,0
61327007,61327180,53.05,9.55,0
61327018,61318526,53.8,9.68,0
61327018,61328464,45.79,8.24,0
61327018,61327037,71.05,12.79,0
61327020,61327143,102.8,18.5,0
61327020,61327117,140.21,20.19,0
61327020,61327037,65.82,7.9,0
61327022,61318627,122.53,17.64,0
61327022,61327169,254.29,36.62,0
61327022,61333358,133.55,16.03,0
61327028,61326985,149.05,21.46,0
61327028,61322880,33.32,6,0
61327031,4406201720,169.56,20.35,0
61327031,61323022,44.63,5.36,0
61327033,61328066,22,3.96,0
61327033,61328038,150.85,27.15,0
61327033,61326981,47.93,8.63,0
61327037,61317764,75.94,9.11,0
61327037,61327018,71.05,12.79,0
61327037,61327117,74.1,13.34,0
61327065,61327067,80.97,14.58,0
61327065,61327071,131.96,23.75,0
61327067,61327007,73.72,13.27,0
61327067,61329632,20.13,3.62,0
61327069,61321325,62.61,11.27,0
61327069,61321275,95.64,17.22,0
61327069,61327087,40.42,7.27,0
61327071,61327273,148.92,26.81,0
61327071,61327122,72.87,13.12,0
61327080,61327185,140.44,25.28,0
61327080,61324562,78.24,11.27,0
61327085,61329864,149.03,26.82,0
61327085,61328085,66.76,12.02,0
61327085,61327096,63.96,11.51,0
61327087,61321277,117.68,21.18,0
61327087,61317523,80.93,14.57,0
61327087,61327069,40.42,7.27,0
61327087,61323856,93.26,16.79,0
61327089,61327085,135.96,24.47,0
61327089,61327311,69.61,10.02,0
61327096,61327311,104.78,18.86,0
61327096,61327085,63.96,11.51,0
61327096,61327276,74.36,13.38,0
61327098,61328091,107.77,19.4,0
61327098,61322052,40.63,5.85,0
61327100,61317399,54.96,9.89,0
61327100,61326975,141.14,25.41,0
61327104,61326985,48.12,8.66,0
61327104,61327115,165.21,29.74,0
61327104,61322905,23.98,4.32,0
61327106,61327145,72.84,13.11,0
61327106,61327335,135,24.3,0
61327113,61317454,34.21,6.16,0
61327113,61327121,66.26,9.54,0
61327113,61321275,70.24,10.11,0
61327115,61327104,165.21,29.74,0
61327115,61324566,60.81,10.95,0
61327117,61317709,41.59,7.49,0
61327117,61327020,140.21,20.19,0
61327117,61327037,74.1,13.34,0
61327121,61321273,118.7,17.09,0
61327121,61327113,66.26,9.54,0
61327121,61321378,75.69,13.62,0
61327121,61323791,75.8,13.64,0
61327122,61318589,73.49,13.23,0
61327122,61320984,138.53,24.94,0
61327134,61318577,248.09,44.66,0
61327134,61327172,55.98,10.08,0
61327134,61327224,53.65,9.66,0
61327141,61327443,105.99,19.08,0
61327141,61326634,139.43,25.1,0
61327141,61327318,77.34,9.28,0
61327141,1053541779,76.95,9.23,0
61327143,61327224,55.51,9.99,0
61327143,61327020,102.8,18.5,0
61327143,61318526,67.91,12.22,0
61327145,61317667,44.2,7.96,0
61327145,61317661,41.82,5.02,0
61327155,61324562,116.15,20.91,0
61327155,61327315,237.07,42.67,0
61327155,61327185,73.23,8.79,0
61327169,61327022,254.29,36.62,0
61327169,1053541778,65.58,11.8,0
61327169,2742595194,75.83,13.65,0
61327169,5923251283,66.32,11.94,0
61327172,61321563,114.04,20.53,0
61327172,61317669,71.71,12.91,0
61327172,61327134,55.98,10.08,0
61327180,61327007,53.05,9.55,0
61327180,61321756,63.16,11.37,0
61327180,61327071,80.71,14.53,0
61327185,61327315,206.11,37.1,0
61327185,61317669,72.8,8.74,0
61327190,61327330,40.72,7.33,0
61327190,61321286,186.27,33.53,0
61327212,61333558,115.3,16.6,0
61327212,61328051,59.9,8.63,0
61327212,61323890,119.68,17.23,0
61327212,61329574,92.02,13.25,0
61327224,61327143,55.51,9.99,0
61327224,61327134,53.65,9.66,0
61327224,61317761,83.01,14.94,0
61327238,61323856,96.1,17.3,0
61327238,61321754,109.87,19.78,0
61327238,61327007,110.25,19.85,0
61327252,1053541747,63.35,7.6,0
61327252,61324217,76.1,9.13,0
61327252,61327262,137.3,24.71,0
61327262,1053541777,63.65,11.46,0
61327262,61323789,75.14,13.53,0
61327262,9894803161,88.85,15.99,0
61327262,61327252,137.3,24.71,0
61327273,61327276,72.64,13.08,0
61327273,61323843,30.57,5.5,0
61327276,61327096,74.36,13.38,0
61327276,61327122,149.14,26.84,0
61327276,61327302,70.1,12.62,0
61327302,61327276,70.1,12.62,0
61327302,8777594897,55.57,10,0
61327311,61327302,82.18,11.83,0
61327313,61327343,65.96,11.87,0
61327315,61327313,27.22,4.9,0
61327315,61327185,206.11,37.1,0
61327317,61326764,77.27,13.91,0
61327317,61326634,76.37,13.75,0
61327317,61327318,138.58,24.94,0
61327318,61327317,138.58,24.94,0
61327318,61323969,76.13,9.14,0
61327318,61327141,77.34,9.28,0
61327320,61328597,134.74,24.25,0
61327320,2764945127,82.05,11.82,0
61327320,61332586,58.98,10.62,0
61327322,61328189,71.17,12.81,0
61327322,61318578,23.81,4.29,0
61327328,61328201,84.4,15.19,0
61327328,61327333,78.04,14.05,0
61327328,61326583,205.86,37.05,0
61327330,61326588,101.61,14.63,0
61327330,61327339,30.03,5.41,0
61327333,1053541773,78.41,11.29,0
61327333,61327354,189.16,27.24,0
61327333,61327328,78.04,14.05,0
61327335,61327337,83.69,12.05,0
61327335,61326775,215.22,38.74,0
61327337,61327341,34.35,6.18,0
61327337,61326791,38.51,4.62,0
61327339,61318534,71.93,12.95,0
61327341,61327337,34.35,6.18,0
61327341,61330555,69.94,12.59,0
61327341,61321375,69.49,12.51,0
61327343,61326632,28.42,5.12,0
61327343,61321563,78.63,14.15,0
61327348,61327106,79.18,14.25,0
61327348,61321375,31.19,5.62,0
61327348,61324168,76.88,13.84,0
61327350,61322648,38.68,6.96,0
61327350,61323506,166.57,29.98,0
61327350,61327356,74.34,13.38,0
61327354,61326583,76.82,13.83,0
61327354,61329577,136.15,19.61,0
61327354,61327333,189.16,27.24,0
61327354,1053541761,76.67,11.04,0
61327356,61327350,74.34,13.38,0
61327356,61327190,49.22,8.86,0
61327356,61326592,107.14,19.29,0
61327363,61330561,68.23,12.28,0
61327363,61327145,177.4,31.93,0
61327402,5530123247,10.16,1.22,0
61327402,61330641,145.33,26.16,0
61327402,5530123246,19.52,2.34,0
61327413,9170623768,50.07,6.01,0
61327413,61322350,10.89,1.31,0
61327428,2559968287,246.18,29.54,0
61327432,61327437,79.78,14.36,0
61327437,61322139,9.01,1.3,0
61327437,61322985,64.82,11.67,0
61327443,61327141,105.99,19.08,0
61327443,1053541762,88.08,10.57,0
61327457,2918219392,73.18,8.78,1
61327504,1092493904,36.05,4.33,1
61327517,61321956,215.38,38.77,0
61327517,61328294,133.19,15.98,0
61327521,61325436,94.51,17.01,0
61327521,61325830,95.84,17.25,0
61327535,61327819,88.02,10.56,0
61327535,61318544,64.39,11.59,0
61327535,61327545,52.33,6.28,0
61327545,61332443,49.9,7.19,0
61327545,61327535,52.33,6.28,0
61327545,61333594,45.54,5.46,0
61327573,61327098,12.04,1.73,0
61327573,61327575,53.79,7.75,0
61327575,61327573,53.79,7.75,0
61327586,61329099,68.49,9.86,0
61327586,61323058,42.21,6.08,0
61327588,61322622,13.82,1.66,0
61327588,61328900,175.33,21.04,0
61327617,61329994,72.74,13.09,0
61327617,61317368,351.68,50.64,0
61327617,61323077,337.62,60.77,0
61327626,61283340,64.11,11.54,0
61327626,61322868,9.46,1.7,0
61327626,61318101,56.6,10.19,0
61327630,621117317,9.81,1.77,0
61327630,61317645,22.8,3.28,0
61327632,61332347,30.6,4.41,0
61327632,61321023,32.45,3.89,0
61327632,61327700,63.83,7.66,0
61327634,61322868,71.82,12.93,0
61327634,61331841,86.72,15.61,0
61327634,61328103,124.05,22.33,0
61327634,61328070,103.69,18.66,0
61327635,61327823,66.11,9.52,0
61327635,1986708487,134.01,13.78,1
61327649,61327785,751.05,90.13,0
61327649,61333833,181.75,21.81,0
61327649,61318093,157.59,18.91,0
61327663,61331901,35.15,6.33,0
61327663,61322880,159.02,28.62,0
61327681,61330217,90.19,12.99,0
61327681,61323200,85.14,15.33,0
61327700,61325485,15.25,1.83,0
61327700,61327632,63.83,7.66,0
61327715,61318430,78.75,14.18,0
61327728,61327730,83.05,11.96,0
61327730,61318539,9.87,1.42,0
61327730,61327728,83.05,11.96,0
61327730,61321367,61.67,7.4,0
61327740,61323280,84.61,15.23,0
61327740,7892226624,43.1,7.76,0
61327740,61323192,33.54,6.04,0
61327755,61321404,190.67,34.32,0
61327755,61322437,50.5,6.06,0
61327781,61327339,170.96,30.77,0
61327781,61321286,69.74,12.55,0
61327783,61327630,50.73,9.13,0
61327783,61323791,71.55,12.88,0
61327785,61327649,751.05,90.13,0
61327785,61333295,445.29,53.43,0
61327785,61322810,136.65,16.4,0
61327813,61321412,31.7,5.71,0
61327813,61327815,83.87,15.1,0
61327813,61321023,108.46,19.52,0
61327815,61327819,288.75,51.97,0
61327815,61321014,102.48,14.76,0
61327819,61325525,32.39,3.89,0
61327819,61327535,88.02,10.56,0
61327823,61321312,222.44,32.03,0
61327823,61327635,66.11,9.52,0
61327823,61283311,161.71,23.29,0
61327840,61327842,22.61,2.71,0
61327840,61328790,75.3,9.04,0
61327840,61328794,60.87,7.3,0
61327842,61324440,29.34,3.52,0
61327842,61327840,22.61,2.71,0
61328014,61328016,17.23,3.1,0
61328014,61323024,156.84,28.23,0
61328016,61328031,151.53,27.28,0
61328016,61328062,56.27,10.13,0
61328018,61329647,17.58,3.17,0
61328018,61328066,50.5,9.09,0
61328027,61322085,210.37,30.29,0
61328027,61317281,94.36,16.98,0
61328027,61329857,299.03,53.83,0
61328029,61328057,93.9,16.9,0
61328029,61329824,188.71,33.97,0
61328029,61328105,103.97,18.71,0
61328029,61328101,54.21,9.76,0
61328031,61328016,151.53,27.28,0
61328031,61321893,70.2,8.42,0
61328036,61328101,34.07,6.13,0
61328036,61317553,93.85,13.51,0
61328036,61328070,92.06,16.57,0
61328038,61328115,72.69,13.08,0
61328038,61328119,159.79,28.76,0
61328051,61323890,86.82,12.5,0
61328051,61327212,59.9,8.63,0
61328051,61317386,114.09,16.43,0
61328051,61321763,53.09,6.37,0
61328055,61328068,69.47,12.5,0
61328057,61328055,70.81,12.75,0
61328057,61332447,46.78,8.42,0
61328059,61321439,57.09,6.85,0
61328059,61326649,51.86,6.22,0
61328060,61328115,161.51,29.07,0
61328060,61328119,72.9,13.12,0
61328060,61331842,135.13,24.32,0
61328062,61331832,16.77,3.02,0
61328066,61327033,22,3.96,0
61328066,61328068,173.84,31.29,0
61328066,61328018,50.5,9.09,0
61328068,61326987,52.54,9.46,0
61328068,61326974,47.2,8.5,0
61328070,61328072,85.92,15.46,0
61328070,61317651,74.69,13.44,0
61328070,61327634,103.69,18.66,0
61328070,61328036,92.06,16.57,0
61328072,61331841,104.28,15.02,0
61328072,61331756,68.09,12.26,0
61328072,61328070,85.92,15.46,0
61328079,61331830,122.03,21.96,0
61328079,2396898923,35.73,6.43,0
61328085,61322905,90.18,16.23,0
61328085,61333688,169.78,30.56,0
61328085,61327085,66.76,12.02,0
61328087,61326955,41.02,7.38,0
61328087,61330593,37.49,6.75,0
61328089,61329812,126.88,22.84,0
61328089,61321305,81.72,11.77,0
61328091,61327098,107.77,19.4,0
61328091,61326949,42.94,7.73,0
61328093,61326974,130.66,23.52,0
61328093,61327573,39.42,5.68,0
61328095,61328091,28.91,5.2,0
61328095,61326981,170.57,30.7,0
61328101,61328036,34.07,6.13,0
61328101,61328029,54.21,9.76,0
61328103,61327634,124.05,22.33,0
61328103,61328105,56.03,10.09,0
61328103,61328101,105.68,15.22,0
61328105,61328103,56.03,10.09,0
61328105,61328029,103.97,18.71,0
61328105,567777297,45.48,8.19,0
61328107,61317478,84.63,10.16,0
61328107,61323022,124.06,17.86,0
61328107,61321580,272.67,39.26,0
61328115,61328117,78.02,14.04,0
61328115,61328018,150.71,27.13,0
61328117,61321134,161.84,29.13,0
61328117,61331756,102.87,18.52,0
61328119,61327663,115.86,20.85,0
61328119,61321828,135.48,24.39,0
61328128,61317333,292.8,30.12,1
61328128,61321218,145.51,20.95,0
61328128,581621478,315.31,32.43,1
61328155,2675243995,22.92,4.13,0
61328155,61317529,25.7,3.7,0
61328160,61329927,85.25,15.34,0
61328161,61321393,50.68,9.12,0
61328161,1097147088,60.57,10.9,0
61328161,61328166,46.71,8.41,0
61328166,61328161,46.71,8.41,0
61328166,1097147088,42.71,7.69,0
61328166,61328873,46.42,8.36,0
61328171,61317302,199.12,23.89,0
61328171,61325933,280.95,28.9,1
61328171,61318066,85.47,8.79,1
61328175,3403172499,52.88,7.62,1
61328175,11748975281,97.13,13.99,0
61328189,61329240,15.65,2.82,0
61328189,61327322,71.17,12.81,0
61328189,61326628,219.02,39.42,0
61328201,61326764,143.33,25.8,0
61328201,61328549,98.7,17.77,0
61328201,61321110,81.14,14.61,0
61328201,61327328,84.4,15.19,0
61328222,61318066,206.61,21.25,1
61328222,61317292,252.78,30.33,0
61328222,276252929,100.57,12.07,1
61328279,61323217,94.35,13.59,0
61328294,61322177,10.24,1.48,0
61328294,61323173,276.53,49.77,0
61328294,61330378,75.7,9.08,0
61328309,61321737,55.1,9.92,0
61328309,61332443,40.25,5.8,0
61328309,61326941,70.67,12.72,0
61328337,61321426,68.43,9.85,0
61328337,61326600,55.71,10.03,0
61328344,61331850,123.69,22.26,0
61328344,61321474,104.9,15.1,0
61328373,61328376,38.67,6.96,0
61328376,61321150,96.23,17.32,0
61328376,61326732,49.38,8.89,0
61328398,61328402,0.99,0.14,0
61328398,61324136,50,7.2,0
61328402,61332264,19.36,2.79,0
61328402,61332320,97.17,13.99,0
61328420,61324067,164.21,23.65,0
61328432,61328452,65.23,6.71,1
61328432,61328461,81.6,14.69,0
61328432,581621478,101.34,10.42,1
61328439,61323866,104.61,15.06,0
61328439,61328461,65.07,9.37,0
61328439,3895957329,65.66,9.45,0
61328452,61328432,65.23,6.71,1
61328452,61328597,223.9,23.03,1
61328458,61328503,49.36,7.11,0
61328461,61328439,65.07,9.37,0
61328461,61328464,53.13,9.56,0
61328464,61323866,120.66,17.38,0
61328464,61327018,45.79,8.24,0
61328503,61317416,69.95,12.59,0
61328503,61328458,49.36,7.11,0
61328549,61328201,98.7,17.77,0
61328549,61326594,138.17,24.87,0
61328549,61321112,76.25,13.73,0
61328597,61327320,134.74,24.25,0
61328597,61317320,172.14,17.71,1
61328597,61328452,223.9,23.03,1
61328707,61324566,107.86,15.53,0
61328790,61327840,75.3,9.04,0
61328794,2654864207,6.85,0.82,0
61328794,61327840,60.87,7.3,0
61328797,61324471,72.93,8.75,0
61328799,61328810,94.07,13.55,0
61328799,61322210,65.07,9.37,0
61328810,61317705,55.7,10.03,0
61328810,61328799,94.07,13.55,0
61328810,61329055,86.69,12.48,0
61328815,61324868,56.01,8.07,0
61328830,61328799,159.2,28.66,0
61328830,61324829,77.35,13.92,0
61328830,61332428,124.09,22.34,0
61328834,61324788,44.27,7.97,0
61328834,61328835,61.12,8.8,0
61328834,61328839,74.89,13.48,0
61328835,61328834,61.12,8.8,0
61328837,61324466,86.42,10.37,0
61328837,61324858,95.15,11.42,0
61328839,61329665,50.3,9.05,0
61328839,61328834,74.89,13.48,0
61328839,61317585,92.98,16.74,0
61328858,61324159,124.33,22.38,0
61328858,61329634,75.15,9.02,0
61328858,61324090,119.85,14.38,0
61328873,7896067965,86.12,15.5,0
61328873,61321834,81.5,14.67,0
61328873,61328166,46.42,8.36,0
61328896,61333510,65.01,11.7,0
61328896,61323548,219.84,26.38,1
61328896,61318561,82.46,9.89,1
61328898,61324128,51.54,7.42,0
61328900,61328905,211.29,25.36,0
61328900,460211135,133.95,19.29,0
61328900,61327588,175.33,21.04,0
61328905,61328900,211.29,25.36,0
61328907,61323159,47.17,6.79,0
61328926,61324488,98.95,17.81,0
61328926,61324902,112.51,20.25,0
61328936,61332500,39.94,4.79,0
61328936,61324516,78.35,11.28,0
61328936,61328950,42.53,6.12,0
61328938,61328969,123.15,17.73,0
61328938,61321630,61.94,11.15,0
61328947,61321630,79.93,14.39,0
61328947,12205978575,42.25,6.08,0
61328950,61332500,60.82,7.3,0
61328950,61316739,122.38,17.62,0
61328950,61328936,42.53,6.12,0
61328969,61328938,123.15,17.73,0
61329005,61330447,192.17,34.59,0
61329005,61324414,85.04,10.2,0
61329005,61329035,107.72,12.93,0
61329009,61329014,134.32,24.18,0
61329009,61324418,150.55,27.1,0
61329009,61324795,82.1,14.78,0
61329014,61329009,134.32,24.18,0
61329014,61329534,27.28,3.27,0
61329014,61329531,57.89,6.95,0
61329035,61330278,499.67,89.94,0
61329035,61329005,107.72,12.93,0
61329035,61324829,101.65,12.2,0
61329043,61324749,68.75,8.25,0
61329043,61324241,25.25,3.03,0
61329055,61329057,105.65,15.21,0
61329055,61328810,86.69,12.48,0
61329055,61324418,95.69,13.78,0
61329057,61329055,105.65,15.21,0
61329065,61325588,78.81,11.35,0
61329065,282405331,11.37,2.05,0
61329065,61325511,103.86,18.69,0
61329079,61330310,125,15,1
61329099,61327586,68.49,9.86,0
61329099,61329139,73.6,10.6,0
61329105,61329314,90.87,16.36,0
61329118,61318581,81.36,14.65,0
61329118,61325612,79.61,14.33,0
61329118,61325623,136.92,19.72,0
61329118,61323375,62.42,8.99,0
61329131,61324440,91.94,11.03,0
61329137,61329139,44.79,6.45,0
61329137,61325439,52.71,7.59,0
61329139,61329188,89.06,16.03,0
61329139,61329099,73.6,10.6,0
61329139,61329137,44.79,6.45,0
61329142,11720988024,171.92,24.76,0
61329142,61318615,156.36,18.76,0
61329172,11227897787,29.52,3.54,1
61329176,269964951,104.87,15.1,0
61329176,61324526,76.44,11.01,0
61329176,61329285,70.9,10.21,0
61329178,61324492,31.71,5.71,0
61329178,61329608,59.35,8.55,0
61329178,621112719,39.83,7.17,0
61329188,61325849,60.92,10.97,0
61329188,61324528,141,20.3,0
61329191,61324449,72.17,12.99,0
61329191,61324492,68,8.16,0
61329191,11011483244,62.26,11.21,0
61329199,61329615,45.47,8.18,0
61329199,61324412,87.16,15.69,0
61329201,11501719666,54.46,7.84,0
61329208,61330640,47.2,8.5,0
61329208,318643754,64.59,7.75,0
61329208,61321175,85.9,10.31,0
61329225,61326926,137.12,24.68,0
61329225,61326943,61.8,11.12,0
61329225,61325612,76.66,13.8,0
61329225,61321142,77.18,13.89,0
61329240,61328189,15.65,2.82,0
61329240,61326788,62.96,11.33,0
61329241,61326713,76.44,9.17,0
61329241,61329243,78.32,9.4,0
61329243,61326817,73.86,8.86,0
61329243,61329241,78.32,9.4,0
61329243,61326611,140.11,25.22,0
61329260,61326914,72.53,10.44,0
61329262,61325511,78.67,9.44,0
61329262,61325545,137.42,19.79,0
61329262,61325588,105.05,15.13,0
61329262,61321202,80.33,14.46,0
61329264,61326943,76.83,13.83,0
61329264,61329307,50.03,9.01,0
61329264,61325612,61.76,11.12,0
61329266,560838097,64.76,9.33,0
61329266,61326928,80.05,9.61,0
61329266,61329314,71,8.52,0
61329273,61326706,42.29,6.09,0
61329277,61325563,62.01,8.93,0
61329285,61329105,122.03,21.97,0
61329285,61329176,70.9,10.21,0
61329285,61324518,88.25,12.71,0
61329290,61329241,138.61,24.95,0
61329290,61326719,76.35,13.74,0
61329290,61326611,77.74,13.99,0
61329294,61321148,98.83,17.79,0
61329294,11229037687,101.69,18.3,0
61329307,61323067,79.11,14.24,0
61329307,61323066,63.76,11.48,0
61329307,61329264,50.03,9.01,0
61329314,61321095,128.4,23.11,0
61329314,61321880,50.9,6.11,0
61329314,61329266,71,8.52,0
61329346,61329350,109.5,13.14,0
61329346,2657882665,38.78,4.65,0
61329350,61329346,109.5,13.14,0
61329350,61329402,37.38,4.49,0
61329356,61323725,73.72,13.27,0
61329356,7864041626,65.99,7.92,0
61329371,12464053292,93.63,16.85,0
61329371,61323671,96.12,13.84,0
61329371,61323566,28.42,4.09,0
61329402,6050488702,84.69,15.24,0
61329402,61329350,37.38,4.49,0
61329402,61318489,114.75,13.77,0
61329446,61324153,117.9,16.98,0
61329446,61318560,164.84,23.74,0
61329446,61321241,106.25,19.13,0
61329472,61332946,60.76,7.29,0
61329472,61318443,174.31,31.38,0
61329472,61329483,58.25,10.49,0
61329483,61329556,95.83,17.25,0
61329483,61323538,68.8,12.38,0
61329483,61330514,48.4,8.71,0
61329483,61329472,58.25,10.49,0
61329487,61330278,107.58,12.91,0
61329487,61321162,87.8,10.54,0
61329487,61329356,157.84,28.41,0
61329487,61330447,308.27,55.49,0
61329491,61321162,49.98,9,0
61329509,61329511,56.95,8.2,0
61329511,61323757,78.69,14.16,0
61329511,61317589,57.48,10.35,0
61329511,61329509,56.95,8.2,0
61329531,61329532,93.17,13.42,0
61329531,7045500437,127.91,15.35,0
61329531,61329014,57.89,6.95,0
61329532,61329531,93.17,13.42,0
61329534,61324139,103.51,18.63,0
61329534,61329634,76.3,9.16,0
61329534,61329014,27.28,3.27,0
61329556,61329483,95.83,17.25,0
61329556,61323544,34.63,6.23,0
61329556,7064477455,26,4.68,0
61329574,61321419,86.28,12.42,0
61329574,625107838,50.59,9.11,0
61329574,61327212,92.02,13.25,0
61329577,61321513,76.19,13.71,0
61329577,1053508694,82.87,14.92,0
61329577,61327354,136.15,19.61,0
61329577,61326782,181.39,26.12,0
61329608,61329178,59.35,8.55,0
61329615,6124468256,68.54,12.34,0
61329632,61323856,110.53,15.92,0
61329632,61327067,20.13,3.62,0
61329632,61329844,166.12,29.9,0
61329634,61332640,79.06,14.23,0
61329634,61329534,76.3,9.16,0
61329634,61328858,75.15,9.02,0
61329637,61322510,54.52,9.81,0
61329637,61318132,71.6,12.89,0
61329637,61320995,128.68,23.16,0
61329643,61333809,17.81,2.57,0
61329643,61320995,21.45,3.86,0
61329643,61333815,154.8,22.29,0
61329647,61329879,64.67,11.64,0
61329647,61328018,17.58,3.17,0
61329647,61328055,175.8,31.64,0
61329649,61332465,100.17,18.03,0
61329649,61318570,79.98,14.4,0
61329649,61322996,77.04,13.87,0
61329650,61330470,35.51,5.11,0
61329650,61321136,28.96,5.21,0
61329650,61321112,46.4,8.35,0
61329665,61332078,52.79,7.6,0
61329665,61324751,26.37,4.75,0
61329798,278938832,154.66,27.84,0
61329798,61322473,79.89,14.38,0
61329798,11887938628,137.25,24.7,0
61329812,61326977,34.6,6.23,0
61329812,61323032,87.07,15.67,0
61329818,277667224,79.6,11.46,0
61329818,8501484897,41.29,5.95,1
61329824,61326975,52.74,9.49,0
61329824,61328029,188.71,33.97,0
61329824,61317400,64.28,11.57,0
61329844,61326960,80.29,11.56,0
61329844,61321305,56.24,8.1,0
61329844,61329632,166.12,29.9,0
61329844,61321277,52.56,7.57,0
61329857,61328027,299.03,53.83,0
61329857,4726175802,113.24,20.38,0
61329857,6100432137,145.45,26.18,0
61329857,61283385,92.46,16.64,0
61329862,61327031,155.15,22.34,0
61329862,61321378,119.34,14.32,0
61329862,61321273,75.18,10.83,0
61329864,61328087,26.11,4.7,0
61329877,61322411,186.67,33.6,0
61329877,61321364,26.11,3.13,0
61329877,61322434,45.36,5.44,0
61329879,61329647,64.67,11.64,0
61329879,61317651,28.63,5.15,0
61329879,61330797,79.08,14.23,0
