from_node,to_node,length_m,travel_time_s,cost
61321275,61321277,85.08,12.25,0
61321275,61327069,95.64,17.22,0
61321277,61329844,52.56,7.57,0
61321277,61327087,117.68,21.18,0
61321277,61321275,85.08,12.25,0
61321278,61321252,31.95,5.75,0
61321278,61332281,41.57,4.99,0
61321284,61326706,77.03,13.87,0
61321284,61326938,91.14,16.41,0
61321284,61324372,238.59,42.95,0
61321286,61321321,65.71,11.83,0
61321286,61321288,33.7,6.07,0
61321288,61332553,20.93,3.01,0
61321288,61318060,39.91,7.18,0
61321303,61321129,18.79,2.71,0
61321303,61330020,68.56,9.87,0
61321303,61322759,255.29,36.76,0
61321305,9973710848,13.56,1.95,0
61321305,61329844,56.24,8.1,0
61321312,61327823,222.44,32.03,0
61321312,61283269,267.8,38.56,0
61321312,11749290917,47.02,6.77,0
61321321,61321325,76.35,13.74,0
61321321,621117317,69.67,10.03,0
61321323,61321408,70.9,12.76,0
61321323,61324409,76.96,13.85,0
61321325,61327783,75.13,13.52,0
61321338,61322791,181.94,32.75,0
61321338,7291399962,406.19,73.11,0
61321338,61333828,99.85,17.97,0
61321360,61321323,33.74,6.07,0
61321362,61322784,157.13,18.86,0
61321362,61322791,71.93,12.95,0
61321362,61321364,33.51,4.02,0
61321364,61321362,33.51,4.02,0
61321364,61329877,26.11,3.13,0
61321365,61318431,48.11,8.66,0
61321365,61326551,142.07,20.46,0
61321367,61326551,51.12,6.13,0
61321367,61321365,94.45,17,0
61321371,61321375,72.78,13.1,0
61321373,61321371,36.39,6.55,0
61321375,61327348,31.19,5.62,0
61321375,61327341,69.49,12.51,0
61321378,61333698,71.11,12.8,0
61321378,61327121,75.69,13.62,0
61321378,61329862,119.34,14.32,0
61321384,71949065,65.2,9.39,0
61321384,61323735,214.63,38.63,0
61321393,61321400,119.94,21.59,0
61321393,61324783,117.15,14.06,0
61321393,61328161,50.68,9.12,0
61321400,61321630,168.88,30.4,0
61321400,61321393,119.94,21.59,0
61321400,61321408,90.74,16.33,0
61321404,61327755,190.67,34.32,0
61321404,61322445,171.92,30.95,0
61321404,61322343,50.75,9.14,0
61321408,61324409,87.56,15.76,0
61321408,61321400,90.74,16.33,0
61321412,61327813,31.7,5.71,0
61321412,61321415,231.39,41.65,0
61321412,61318545,82.66,14.88,0
61321415,71921746,92.15,16.59,0
61321419,61329574,86.28,12.42,0
61321419,61326600,69.66,10.03,0
61321419,61321426,50.35,9.06,0
61321426,61328337,68.43,9.85,0
61321426,61321428,41.95,7.55,0
61321428,61321439,33.08,5.95,0
61321431,625107838,41.64,7.5,0
61321431,61326604,69.24,12.46,0
61321431,61321419,53.44,9.62,0
61321439,9261698820,59.44,7.13,0
61321439,61328059,57.09,6.85,0
61321439,61317743,44.75,8.05,0
61321442,61321450,30.71,5.53,0
61321442,6568428366,38.46,4.62,0
61321444,1092645782,15.05,1.81,0
61321444,61324551,512.4,61.49,0
61321450,61321782,36.31,4.36,0
61321450,61321453,116.01,20.88,0
61321453,1271546156,56.73,10.21,0
61321453,61317725,54.68,9.84,0
61321455,61321466,79.35,14.28,0
61321455,61322759,72.12,12.98,0
61321461,61322773,70.51,12.69,0
61321461,61318441,131.23,23.62,0
61321461,61321468,103.11,18.56,0
61321463,9170623769,480.78,57.69,1
61321463,61327457,75.14,9.02,1
61321463,61321465,20.5,3.69,0
61321465,61322406,23.63,4.25,0
61321465,61321463,20.5,3.69,0
61321465,12346721899,52.76,6.33,0
61321466,61321468,43.46,7.82,0
61321466,61333571,40.12,4.81,0
61321466,61321455,79.35,14.28,0
61321468,61321466,43.46,7.82,0
61321468,8356245766,52.24,9.4,0
61321468,61321461,103.11,18.56,0
61321470,61318122,61.17,8.81,0
61321470,1705790246,75.16,10.82,0
61321474,61317501,85.1,12.25,0
61321474,61322382,60.7,10.93,0
61321481,61317371,143.7,25.87,0
61321481,61323340,86.23,12.42,0
61321483,61318626,232.03,33.41,0
61321483,1052761909,199.57,28.74,0
61321502,7863973342,80.12,14.42,0
61321502,61321509,96.64,17.4,0
61321509,61322703,142.26,25.61,0
61321509,61321502,96.64,17.4,0
61321509,61318628,175.82,31.65,0
61321511,61321205,34.3,6.17,0
61321511,61321513,40.87,7.36,0
61321511,7990360352,28.64,4.12,0
61321513,61326771,179.15,32.25,0
61321513,61321511,40.87,7.36,0
61321513,61329577,76.19,13.71,0
61321513,61326583,137.12,24.68,0
61321515,61321517,11.03,1.59,0
61321515,61321524,201.47,29.01,0
61321515,61330009,72.15,8.66,0
61321517,61321515,11.03,1.59,0
61321517,61322379,53.62,6.43,0
61321522,61329240,97.95,17.63,0
61321522,61333670,65.23,11.74,0
61321522,61332586,50.59,9.11,0
61321524,61321515,201.47,29.01,0
61321535,61322037,9.01,1.3,0
61321535,5530123248,22.3,2.68,0
61321535,61321537,37.44,6.74,0
61321537,61321539,50.9,9.16,0
61321537,61332994,28.07,3.37,0
61321539,61321543,47.84,8.61,0
61321539,61322652,36.68,4.4,0
61321541,61321801,64.91,11.68,0
61321543,61321541,39.26,7.07,0
61321543,61322484,35.61,4.27,0
61321559,61318138,80.89,11.65,0
61321559,61332853,66.35,11.94,0
61321561,61321563,84.5,12.17,0
61321563,61327172,114.04,20.53,0
61321563,61321561,84.5,12.17,0
61321563,61327343,78.63,14.15,0
61321580,61328107,272.67,39.26,0
61321580,61321593,309.01,55.62,0
61321580,61317476,88.31,15.9,0
61321593,568123402,41.79,6.02,0
61321593,61321580,309.01,55.62,0
61321607,61321611,30.33,5.46,0
61321607,75224819,76.54,13.78,0
61321609,61324420,115.3,20.75,0
61321611,61321609,144.21,25.96,0
61321611,7025506913,128.09,15.37,0
61321618,61321622,37.74,5.43,0
61321618,61323953,67.59,9.73,0
61321622,61321481,127.78,18.4,0
61321630,61324779,116.87,21.04,0
61321633,61321639,68.63,12.35,0
61321633,61323727,39.4,7.09,0
61321635,61317457,36.96,6.65,0
61321635,61324445,102.37,14.74,0
61321635,61324526,68,9.79,0
61321635,61322508,68.72,12.37,0
61321637,61321674,448.13,80.66,0
61321637,61321674,102.36,18.43,0
61321637,61324087,26.78,4.82,0
61321639,61321633,68.63,12.35,0
61321639,71949065,54.41,9.79,0
61321639,61323597,102.23,18.4,0
61321641,61317457,109.16,19.65,0
61321674,61321637,102.36,18.43,0
61321674,1097147088,21.25,3.83,0
61321678,61329931,93.17,16.77,0
61321678,61321695,84.71,10.17,0
61321680,61321682,85.27,10.23,0
61321680,61322399,91.16,16.41,0
61321682,61321680,85.27,10.23,0
61321682,61328160,89.79,16.16,0
61321685,61332443,57.18,8.23,0
61321685,318643754,47.39,6.82,0
61321685,61321737,40.07,5.77,0
61321690,61321693,83.82,12.07,0
61321693,61323157,22.51,3.24,0
61321693,61321704,48.25,6.95,0
61321695,61322426,100.41,18.07,0
61321695,61321678,84.71,10.17,0
61321698,61321132,21.54,3.88,0
61321698,12138528838,93.42,13.45,0
61321698,61321144,60.46,10.88,0
61321701,61321690,120.71,17.38,0
61321701,61321690,47.29,6.81,0
61321704,7045465179,51.94,7.48,0
61321704,61321701,83.47,12.02,0
61321704,61321693,48.25,6.95,0
61321707,5458229232,73.32,10.56,0
61321707,61316736,46.91,8.44,0
61321709,5458229232,11.69,1.68,0
61321724,3401235870,51.32,7.39,1
61321724,7049937043,143.82,20.71,1
61321728,61324052,117.59,21.17,0
61321737,61328309,55.1,9.92,0
61321737,61321140,66.54,11.98,0
61321737,61321685,40.07,5.77,0
61321741,61321743,116.8,21.02,0
61321741,61328344,54.21,7.81,0
61321743,61321741,116.8,21.02,0
61321743,61283119,135.21,24.34,0
61321743,4259113324,19.67,2.36,0
61321745,61321138,47.55,8.56,0
61321745,625102161,117.57,21.16,0
61321745,61326604,42.78,7.7,0
61321748,61317713,46.24,6.66,0
61321748,61322478,95.89,23.01,0
61321754,61327238,109.87,19.78,0
61321754,61328503,70.32,12.66,0
61321754,11721789500,87.74,15.79,0
61321756,61321754,109.82,19.77,0
61321756,61317423,87.72,15.79,0
61321756,61327180,63.16,11.37,0
61321761,61317761,28.32,4.08,0
61321763,9261698819,79.83,9.58,0
61321763,61317383,109.69,19.74,0
61321763,61328051,53.09,6.37,0
61321765,61323217,47.89,6.9,0
61321765,61327681,22.86,4.11,0
61321771,61317410,32.12,3.85,1
61321774,11227897761,104.25,12.51,1
61321774,5391228219,132.39,19.06,0
61321778,61321780,43.73,6.3,0
61321780,61321778,43.73,6.3,0
61321780,61317382,91.66,16.5,0
61321782,61321450,36.31,4.36,0
61321784,61317360,39.05,5.62,0
61321786,61321071,34.19,4.1,0
61321791,61321170,42.88,6.17,0
61321799,61321029,33.57,4.03,0
61321801,61321541,64.91,11.68,0
61321801,61329935,191.67,34.5,0
61321810,61321832,123.04,17.72,0
61321812,61332985,20.54,2.96,0
61321812,7892226624,61.13,8.8,0
61321812,61321814,54.88,7.9,0
61321814,7400377051,24.15,2.9,0
61321814,61321812,54.88,7.9,0
61321814,61321816,10.5,1.51,0
61321816,61323198,48.66,7.01,0
61321816,61323290,73.45,10.58,0
61321816,61321814,10.5,1.51,0
61321817,2562483347,538.9,97,0
61321817,61322499,23.13,2.78,0
61321817,314502508,88.61,10.63,0
61321823,61330039,40.19,5.79,0
61321823,61322778,90.44,13.02,0
61321828,61328119,135.48,24.39,0
61321828,568123402,129.43,23.3,0
61321828,61331842,72.54,8.7,0
61321832,61321810,123.04,17.72,0
61321832,61323198,47.31,6.81,0
61321832,61323280,74.68,10.75,0
61321832,61323206,86.23,12.42,0
61321834,61321836,33.71,6.07,0
61321834,61324136,132.62,23.87,0
61321836,61324783,104.87,18.88,0
61321836,61332320,35.29,5.08,0
61321840,61331770,138.91,12.5,1
61321840,61326139,105.24,12.63,0
61321841,61324505,593.33,53.4,1
61321841,61321840,16.63,1.5,1
61321853,1469359719,147.05,21.17,0
61321853,1469359665,175.29,25.24,0
61321853,1469359717,93.15,13.41,0
61321864,61324414,274.01,39.46,1
61321864,941442904,38.08,4.57,0
61321864,61322210,65.41,9.42,0
61321866,1184820759,152.73,27.49,0
61321866,61325456,146.04,26.29,0
61321866,61324488,132.65,23.88,0
61321867,61320986,56.13,10.1,0
61321867,61322377,150.63,18.08,0
61321879,61321880,145.54,20.96,0
61321879,61321095,47.33,6.81,0
61321879,61321198,52.64,7.58,0
61321880,61321879,145.54,20.96,0
61321880,61329314,50.9,6.11,0
61321880,61325436,56.27,6.75,0
61321893,61321828,152.78,18.33,0
61321893,61331901,146.48,26.37,0
61321943,61321012,78.75,11.34,0
61321943,61321036,43.13,7.76,0
61321951,61321953,70.17,10.1,0
61321953,61321373,52.51,9.45,0
61321953,61321951,70.17,10.1,0
61321955,61321956,81.8,11.78,0
61321956,61321955,81.8,11.78,0
61321956,61323750,61.75,11.12,0
61321968,61321463,46.24,5.55,1
61321970,61330709,69.76,10.05,0
61321970,61323280,174.83,31.47,0
61321970,61321971,100,18,0
61321971,61322693,104.83,18.87,0
61321971,61330085,70.4,10.14,0
61321971,61323280,60.48,8.71,0
61321975,61322001,30.95,5.57,0
61321975,61322001,127.61,18.38,0
61321986,61325428,70.88,12.76,0
61321992,61321994,11.01,1.32,0
61321992,61332151,50.79,6.1,0
61321994,61321992,11.01,1.32,0
61321994,61330577,134.7,16.16,0
61321994,61330029,24.13,3.48,0
61321999,61322963,47.1,8.48,0
61322001,61318498,37.09,6.68,0
61322001,61321975,127.61,18.38,0
61322011,61318083,9.56,1.15,0
61322011,61330072,34.97,4.2,0
61322020,12207916200,49.2,7.09,0
61322020,61330315,26.52,4.77,0
61322022,61318148,64.14,7.7,0
61322024,61321255,69.33,9.98,0
61322037,61321535,9.01,1.3,0
61322037,61317609,78.72,11.34,0
61322043,61322045,69.07,9.95,0
61322045,11737427250,153.6,27.65,0
61322045,61322043,69.07,9.95,0
61322046,61320982,41.13,4.94,0
61322052,61327080,75.21,10.83,0
61322052,61322054,22.11,3.98,0
61322052,61326949,90.83,16.35,0
61322054,61322056,22.66,3.26,0
61322054,61317669,141.65,25.5,0
61322054,61322052,22.11,3.98,0
61322056,61322054,22.66,3.26,0
61322059,61321174,84.13,15.14,0
61322059,61324847,41.72,7.51,0
61322059,12205978583,64.62,9.3,0
61322085,313974302,1.78,0.26,0
61322085,61328027,210.37,30.29,0
61322085,11770006776,57.64,6.92,0
61322087,61323064,90.86,13.08,0
61322087,12210032116,64.54,9.29,0
61322087,61323157,44.45,6.4,0
61322089,61323097,30.67,3.68,1
61322089,61322707,42.15,5.06,0
61322096,61322104,185.9,22.31,0
61322096,61322113,684.01,98.5,0
61322104,61331926,50.4,6.05,0
61322104,61322628,349.03,41.88,0
61322104,11887938628,79.73,11.48,1
61322104,278949259,99.93,11.99,1
61322110,61323964,18.3,2.2,0
61322110,61322096,125.04,15,0
61322113,1053541764,231.13,33.28,0
61322139,61322151,25.45,4.58,0
61322149,5176457017,9.41,1.13,0
61322149,11639940382,60.35,10.86,0
61322149,61322139,86.42,15.56,0
61322151,11639931180,55.04,9.91,0
61322151,11639940379,203.71,36.67,0
61322152,61323284,11.08,1.6,0
61322152,61322162,31.89,3.83,0
61322154,387908358,11.73,1.69,0
61322154,61330107,155.56,28,0
61322154,61322158,92.58,16.67,0
61322158,61322299,260.43,46.88,0
61322158,61322152,58.61,10.55,0
61322160,61332035,52.9,6.35,0
61322160,61322171,72.48,8.7,0
61322162,61322160,38.01,4.56,0
61322171,61322180,18.76,2.25,0
61322171,61327715,141.42,25.46,0
61322177,61328294,10.24,1.48,0
61322177,61322186,47.25,5.67,0
61322180,61321367,9.13,1.32,0
61322180,61318539,62.45,7.49,0
61322186,61330219,53.64,9.66,0
61322186,2559968314,125.9,15.11,0
61322201,61322935,32.15,3.86,0
61322201,61326647,35.03,4.2,0
61322206,61322210,56.11,6.73,0
61322206,61321864,71.86,8.62,1
61322210,61321864,65.41,9.42,0
61322210,61328799,65.07,9.37,0
61322232,61322310,54.96,9.89,0
61322232,61322403,77.04,13.87,0
61322236,61329966,79.4,14.29,0
61322236,61322243,63.49,11.43,0
61322236,61322257,89.6,16.13,0
61322240,61322243,58.14,6.98,0
61322243,61322236,63.49,11.43,0
61322243,61322406,135.55,24.4,0
61322243,61322240,58.14,6.98,0
61322249,5175445905,22.61,2.71,0
61322249,61332018,9.28,1.11,0
61322257,61322349,90.51,16.29,0
61322257,61322406,246.93,44.45,0
61322272,61322373,162.28,29.21,0
61322272,61321867,100.33,18.06,0
61322272,61326977,42.76,7.7,0
61322299,61322845,104.51,18.81,0
61322299,61330107,26.56,4.78,0
61322299,61322158,260.43,46.88,0
61322300,5835143863,55.32,9.96,0
61322300,61323266,116.67,21,0
61322300,61322308,164.9,29.68,0
61322306,61318449,42.04,7.57,0
61322306,61322849,19.33,3.48,0
61322306,61330081,155.29,27.95,0
61322308,61317368,259.83,46.77,0
61322308,61322300,164.9,29.68,0
61322308,61330085,116.1,16.72,0
61322310,61322232,54.96,9.89,0
61322312,61322232,130.94,23.57,0
61322312,61317535,62.67,7.52,0
61322316,5504189721,51.02,9.18,0
61322316,61322996,106.62,19.19,0
61322336,1480173294,64.38,7.73,0
61322336,61326573,156.78,18.81,0
61322336,61322338,92.19,11.06,0
61322338,61332620,10.14,1.83,0
61322338,61322336,92.19,11.06,0
61322338,61327413,32.44,3.89,0
61322343,61322356,61.76,11.12,0
61322343,61322437,172.98,31.14,0
61322343,61321404,50.75,9.14,0
61322349,61329966,139.52,25.11,0
61322349,61322352,92.87,16.72,0
61322349,61322257,90.51,16.29,0
61322350,61322352,60.31,10.86,0
61322350,61327413,10.89,1.31,0
61322350,61332620,36.41,4.37,0
61322352,61322350,60.31,10.86,0
61322352,61322349,92.87,16.72,0
61322354,61331888,81.46,14.66,0
61322354,61322373,71.08,12.79,0
61322354,61317476,75.37,13.57,0
61322356,61322358,126.39,22.75,0
61322356,61322445,70.97,12.78,0
61322356,61322343,61.76,11.12,0
61322358,61326573,69.68,8.36,0
61322358,61322356,126.39,22.75,0
61322373,61322272,162.28,29.21,0
61322373,61322354,71.08,12.79,0
61322377,61322373,42.03,5.04,0
61322379,61322390,109.83,13.18,0
61322379,61330715,41.87,5.02,0
61322382,61321125,169.54,24.41,0
61322382,61321474,60.7,10.93,0
61322382,61323441,65.21,11.74,0
61322390,61322379,109.83,13.18,0
61322393,61321678,104.89,18.88,0
61322393,61322426,84.51,15.21,0
61322393,61322399,84.36,15.18,0
61322397,61317539,51.7,6.2,0
61322397,61322403,128.92,23.21,0
61322399,61317356,238.63,42.95,0
61322399,61330297,61.68,11.1,0
61322401,2709309384,10.44,1.25,0
61322401,61322358,28.04,3.37,0
61322401,61322445,114.72,20.65,0
61322403,61322232,77.04,13.87,0
61322403,61322419,85.37,15.37,0
61322403,61322397,128.92,23.21,0
61322406,61321465,23.63,4.25,0
61322406,61322243,135.55,24.4,0
61322411,61322450,130.21,23.44,0
61322411,61329877,186.67,33.6,0
61322411,61322791,125.32,22.56,0
61322414,61322450,46.21,5.54,0
61322419,61322403,85.37,15.37,0
61322419,61322421,127.63,22.97,0
61322421,3164747603,8.84,1.06,0
61322421,61320997,35.36,4.24,0
61322421,61322419,127.63,22.97,0
61322426,61322393,84.51,15.21,0
61322426,61318451,221.96,39.95,0
61322434,61329877,45.36,5.44,0
61322437,61327755,50.5,6.06,0
61322437,9170623768,169.7,20.36,0
61322445,61321404,171.92,30.95,0
61322445,61322401,114.72,20.65,0
61322445,61322356,70.97,12.78,0
61322447,61322450,33.13,3.98,0
61322450,61322447,33.13,3.98,0
61322450,61322411,130.21,23.44,0
61322450,61322414,46.21,5.54,0
61322452,61326547,27.47,3.3,0
61322452,9261096449,60.73,8.74,0
61322452,61324462,334.1,48.11,0
61322469,61322550,63.4,9.13,0
61322469,9634533324,91.39,13.16,0
61322469,11013243761,40.41,4.85,0
61322473,61329798,79.89,14.38,0
61322473,278938832,109.1,19.64,0
61322473,4870365869,104.73,18.85,0
61322478,3403172499,72.68,10.47,0
61322478,11748975281,13.77,1.65,0
61322482,61322510,57.83,6.94,0
61322484,61321543,35.61,4.27,0
61322487,61323685,76.68,11.04,0
61322487,61323564,142.78,25.7,0
61322489,61322491,17.56,3.16,0
61322489,61330263,82.31,11.85,0
61322491,61322537,52.57,7.57,0
61322491,61322487,31.05,5.59,0
61322493,61321030,75.38,13.57,0
61322493,61325452,29.13,5.24,0
61322493,61322522,179.65,32.34,0
61322495,61321030,19.09,2.75,0
61322497,61322499,248.9,29.87,0
61322499,61322497,248.9,29.87,0
61322499,61323589,98.87,11.86,0
61322499,61321817,23.13,2.78,0
61322501,61323235,52.19,9.4,0
61322501,61320978,64.74,11.65,0
61322501,61318150,17.27,3.11,0
61322508,1881894769,70.07,8.41,0
61322508,61321635,68.72,12.37,0
61322508,61325452,83.29,14.99,0
61322510,61329637,54.52,9.81,0
61322510,61322482,57.83,6.94,0
61322510,61322996,60.43,10.88,0
61322515,61317589,132.5,23.85,0
61322515,61324139,91.72,16.51,0
61322515,61323564,216.98,39.06,0
61322515,61322525,208.48,37.53,0
61322522,61321187,85.69,10.28,0
61322522,61321209,132.46,23.84,0
61322522,61322493,179.65,32.34,0
61322522,61326928,83.14,9.98,0
61322525,61323638,172.59,31.07,0
61322525,61324847,145.43,26.18,0
61322525,61322515,208.48,37.53,0
61322531,61330248,91.22,16.42,0
61322537,61322537,48.95,7.05,0
61322537,61322537,48.95,7.05,0
61322537,61322491,52.57,7.57,0
61322538,61322531,130.66,23.52,0
61322538,1330240856,36.61,4.39,0
61322550,61322469,63.4,9.13,0
61322550,9137933774,73.79,10.63,0
61322550,9634533323,71.95,10.36,0
61322609,941834416,49.25,5.91,0
61322609,7047467428,35.72,4.29,0
61322615,61331916,11.54,2.08,0
61322615,61322609,179.84,21.58,0
61322622,61327588,13.82,1.66,0
61322622,9261096449,104.34,12.52,0
61322622,61318129,57.65,6.92,0
61322628,61322104,349.03,41.88,0
61322635,61322637,28.37,4.09,0
61322635,61326773,48.69,8.76,0
61322637,61322635,28.37,4.09,0
61322639,61318440,35.6,4.27,0
61322641,61317671,42.74,6.15,0
61322643,11736910644,66.49,9.57,0
61322643,61318592,72.6,13.07,0
61322647,61322643,18.42,3.32,0
61322648,61327350,38.68,6.96,0
61322648,61323500,18.86,3.39,0
61322648,61322650,34,4.9,0
61322650,61322648,34,4.9,0
61322652,61321539,36.68,4.4,0
61322654,61321088,39.18,5.64,0
61322693,61323192,33.17,5.97,0
61322693,61322699,55.26,9.95,0
61322699,7892226623,109.56,19.72,0
61322699,61323141,75.31,13.56,0
61322699,61322693,55.26,9.95,0
61322699,61330085,125.56,22.6,0
61322703,61330091,78.93,9.47,0
61322703,61322707,62.01,7.44,0
61322707,61323097,48.73,5.85,0
61322707,61322703,62.01,7.44,0
61322714,5274421277,56.64,6.8,0
61322716,61323213,173.89,31.3,0
61322716,61323190,75.38,13.57,0
61322751,75235297,381.07,45.73,0
61322751,3417564306,22.65,2.72,0
61322755,61322935,126.35,22.74,0
61322755,61321517,139.88,25.18,0
61322759,61321455,72.12,12.98,0
61322759,61321303,255.29,36.76,0
61322759,61317369,105.08,18.92,0
61322761,61321455,78.15,14.07,0
61322761,61330022,103.24,14.87,0
61322772,61322915,225.8,27.1,0
61322773,61333815,196.8,35.42,0
61322773,61321461,70.51,12.69,0
61322773,8356245767,115.37,20.77,0
61322778,61330029,98.08,14.12,0
61322778,61318547,195.79,35.24,0
61322778,61332998,31.99,3.84,0
61322778,61321823,90.44,13.02,0
61322784,61321362,157.13,18.86,0
61322784,61318541,85.83,10.3,0
61322791,61321338,181.94,32.75,0
61322791,61322411,125.32,22.56,0
61322791,61321362,71.93,12.95,0
61322795,61321062,57,6.84,0
61322810,61333833,504.05,60.49,0
61322810,61327785,136.65,16.4,0
61322810,61322979,240.23,28.83,0
61322845,61322299,104.51,18.81,0
61322845,61322849,100.86,18.15,0
61322845,61330128,159.41,28.69,0
61322849,61322845,100.86,18.15,0
61322849,61322856,62.34,11.22,0
61322849,61322306,19.33,3.48,0
61322856,61330106,65.61,11.81,0
61322856,61324202,111.09,20,0
61322856,61322849,62.34,11.22,0
61322858,61322865,5.67,1.02,0
61322858,61322860,33.14,4.77,0
61322860,61322858,33.14,4.77,0
61322865,61283345,32.56,5.86,0
61322868,61327626,9.46,1.7,0
61322868,61327634,71.82,12.93,0
61322868,61322865,156.72,28.21,0
61322871,61326958,49.14,8.85,0
61322871,61322877,149.38,26.89,0
61322871,61326981,26.26,4.73,0
61322874,61328038,61.49,11.07,0
61322874,568128732,113.51,16.35,0
61322877,61322874,12.87,2.32,0
61322880,61322877,39.22,7.06,0
61322880,61327663,159.02,28.62,0
61322884,61322898,56.68,10.2,0
61322884,61328062,156.4,28.15,0
61322898,61323024,16.77,3.02,0
61322905,61328085,90.18,16.23,0
61322905,61322898,149.22,26.86,0
61322905,61327104,23.98,4.32,0
61322915,61322772,225.8,27.1,0
61322915,61322979,278.59,33.43,0
61322915,61333902,223.33,26.8,0
61322935,61322981,66.95,12.05,0
61322935,61322201,32.15,3.86,0
61322935,61322954,112.66,13.52,0
61322954,61330464,9.86,1.18,0
61322954,61322935,112.66,13.52,0
61322954,61321517,124.5,14.94,0
61322963,61327437,111.5,20.07,0
61322979,61322810,240.23,28.83,0
61322979,61322915,278.59,33.43,0
61322979,61333833,216.16,25.94,0
61322981,61322963,70.83,12.75,0
61322981,61322985,108.64,19.55,0
61322985,5176457017,22.85,4.11,0
61322987,61318063,49.3,8.87,0
61322987,61330577,220.34,39.66,0
61322987,61322989,54.76,9.86,0
61322989,61322987,54.76,9.86,0
61322996,61329649,77.04,13.87,0
61322996,61322510,60.43,10.88,0
61323022,61328107,124.06,17.86,0
61323022,61331824,102.11,14.7,0
61323022,61283269,118.65,17.09,0
61323022,61327031,44.63,5.36,0
61323024,61327028,56.82,10.23,0
61323024,61328014,156.84,28.23,0
61323028,61330139,90.87,10.9,0
61323028,61323039,87.86,10.54,0
61323028,61323754,182.43,32.84,0
61323032,61329812,87.07,15.67,0
61323032,9973710848,138.23,19.9,0
61323032,61331824,69.93,10.07,0
61323034,61323039,17.41,2.09,0
61323034,61323187,102.25,12.27,0
61323036,61323038,14.06,2.53,0
61323036,61323443,75.09,10.81,0
61323038,61318463,214.35,38.58,0
61323038,61318458,76.23,13.72,0
61323039,61323028,87.86,10.54,0
61323039,61323034,17.41,2.09,0
61323047,61318175,17.48,2.52,0
61323047,61323066,78.83,14.19,0
61323047,61323067,62.53,9,0
61323053,61328938,17.74,3.19,0
61323053,61323168,152.7,27.49,0
61323058,61323069,14.39,2.07,0
61323058,61327586,42.21,6.08,0
61323058,61323062,110.31,15.88,0
61323062,61323058,110.31,15.88,0
61323062,1469359719,101.99,14.69,0
61323064,61323168,21,3.78,0
61323064,61323157,53.84,9.69,0
61323064,61322087,90.86,13.08,0
61323066,61331802,42.87,6.17,0
61323066,61326914,76.99,13.86,0
61323066,61329307,63.76,11.48,0
61323067,61323375,49.45,7.12,0
61323067,61323047,62.53,9,0
61323069,61323058,14.39,2.07,0
61323069,6759288279,37.68,5.43,0
61323069,61318140,74.52,10.73,0
61323077,61324202,60.31,10.86,0
61323077,61327617,337.62,60.77,0
61323077,61318065,104.79,18.86,0
61323077,61323436,74.77,13.46,0
61323088,61329294,151.95,27.35,0
61323088,61323091,25.93,4.67,0
61323090,1881894609,54.72,6.57,0
61323090,61323093,19.64,3.54,0
61323091,61325626,25.03,4.51,0
61323093,61323091,49.26,7.09,0
61323093,61323088,38.66,6.96,0
61323097,1068730291,3.9,0.47,1
61323115,61323306,154.79,27.86,0
61323115,61323126,54.74,9.85,0
61323115,7980904724,37.14,6.68,0
61323126,61318430,128.46,23.12,0
61323126,61323115,54.74,9.85,0
61323126,61333919,15.06,2.71,0
61323129,61323131,30.64,3.68,0
61323129,61323129,59.61,7.15,0
61323129,61323129,59.61,7.15,0
61323131,61323129,30.64,3.68,0
61323131,10202959121,174.53,31.41,0
61323131,61323226,65.66,11.82,0
61323135,61323190,70.84,8.5,0
61323135,61318483,70.87,8.5,0
61323135,61323139,126.27,22.73,0
61323135,7632290667,192.87,34.72,0
61323139,9907930046,71.56,12.88,0
61323139,61323135,126.27,22.73,0
61323141,61322699,75.31,13.56,0
61323141,61323213,90.39,16.27,0
61323141,61318478,98.2,17.68,0
61323151,61326047,189.34,22.72,0
61323151,61316733,66.16,7.94,1
61323157,61323064,53.84,9.69,0
61323157,61321693,22.51,3.24,0
61323157,61323159,48.26,8.69,0
61323159,61328907,47.17,6.79,0
61323159,61328947,59.07,10.63,0
61323168,621112719,31.03,5.58,0
61323168,61323064,21,3.78,0
61323173,61330217,86.24,15.52,0
61323173,61328294,276.53,49.77,0
61323173,61323200,78.21,14.08,0
61323173,61323735,65.42,11.78,0
61323175,61323179,107.08,12.85,0
61323175,61322538,112.7,20.29,0
61323177,61326469,128.03,15.36,1
61323177,61321159,247.62,29.71,1
61323179,61323175,107.08,12.85,0
61323179,61323177,52.06,6.25,0
61323187,61323213,76.84,13.83,0
61323187,61323034,102.25,12.27,0
61323187,61323714,77.79,14,0
61323187,61323190,163.12,19.57,0
61323190,61323187,163.12,19.57,0
61323190,61323135,70.84,8.5,0
61323190,61323215,74.54,13.42,0
61323192,61318471,151.45,27.26,0
61323192,61327740,33.54,6.04,0
61323192,61322693,33.17,5.97,0
61323198,61321832,47.31,6.81,0
61323198,61321816,48.66,7.01,0
61323198,61323206,82.17,14.79,0
61323198,7892226624,57.73,10.39,0
61323200,9907930023,127.48,22.95,0
61323200,61182955,94.76,17.06,0
61323200,61323173,78.21,14.08,0
61323206,61323290,58.7,7.04,0
61323206,61317497,133.14,23.97,0
61323206,61321832,86.23,12.42,0
61323206,10202959121,94.9,17.08,0
61323206,61323198,82.17,14.79,0
61323209,61323714,114.25,20.57,0
